経過時間_秒, A, HR, V2P_relTTP, P2V_relTTP, SBP, DBP
0.024, 9.3414, 99.9702, -0.7687, -0.8236, 121.88, 88.48
4.732, 9.6028, 99.9702, -1.0433, -0.7138, 111.59, 71.84
6.664, 9.7264, 79.5661, -0.5088, -0.3634, 121.81, 88.37
8.233, 9.0888, 72.4161, -0.4020, -0.5482, 131.00, 95.66
9.141, 9.4701, 69.3423, -0.6585, -0.3293, 119.03, 77.02
10.001, 9.3597, 67.6715, -0.5815, -0.4361, 124.76, 83.38
10.869, 9.6250, 68.6642, -0.6132, -0.8432, 137.33, 93.93
11.810, 9.6250, 68.8935, -0.6083, -0.3790, 122.59, 81.58
12.785, 2.8342, 66.2651, -0.4564, -0.4564, 110.20, 65.54
13.651, 9.6300, 63.8144, -0.5415, -0.3723, 125.81, 84.26
14.611, 9.3805, 66.4368, -0.6478, -0.3811, 121.62, 78.25
16.295, 0.4006, 64.3738, -0.3777, -0.6868, 113.18, 66.47
17.264, 8.8915, 62.6941, -0.3697, -0.5041, 132.93, 94.04
18.125, 9.3210, 62.2720, -0.4763, -0.4423, 129.41, 88.25
19.062, 9.4490, 65.7709, -0.6132, -0.4588, 125.46, 82.38
20.702, 9.2366, 64.9260, -0.3526, -0.5288, 134.50, 97.26
24.044, 2.7184, 65.7488, -0.6215, -0.4761, 106.11, 56.76
24.848, 9.3739, 67.3565, -0.5696, -0.3418, 122.21, 81.46
25.809, 9.3865, 70.8474, -0.7397, -0.3699, 117.38, 73.69
26.719, 9.5081, 66.3390, -0.5489, -0.3773, 124.63, 83.90
27.553, 9.5081, 66.1359, -0.5802, -0.3989, 124.51, 82.79
28.386, 9.3916, 68.9171, -0.5935, -0.5935, 129.15, 87.33
30.189, 9.4398, 70.4386, -0.6735, -0.5138, 124.08, 81.29
31.052, 9.2898, 71.1404, -0.6719, -0.5138, 123.46, 80.91
31.987, 9.3364, 70.3234, -0.4589, -0.5353, 130.40, 92.92
32.862, 9.4345, 67.1065, -0.6353, -0.8471, 136.78, 91.91
33.799, 9.2241, 67.7928, -0.7158, -0.8664, 134.35, 87.44
34.732, 9.2486, 65.8960, -0.4231, -0.4936, 131.17, 92.73
37.608, 9.4299, 65.0927, -0.5659, -0.4952, 128.07, 85.72
38.446, 9.4639, 66.9358, -0.5683, -0.8335, 138.33, 95.20
40.346, 9.4038, 69.1491, -0.5507, -0.5507, 128.93, 88.53
41.313, 9.4014, 70.4353, -0.6316, -0.5526, 126.36, 84.44
42.190, 9.4139, 65.9759, -0.4778, -0.4436, 128.53, 89.09
43.190, 9.4636, 67.1734, -0.6397, -0.4892, 125.31, 82.05
44.056, 9.4636, 63.3844, -0.5610, -0.4290, 126.73, 84.07
51.644, 9.2654, 66.2030, -0.4954, -0.4954, 129.19, 89.02
52.543, 8.6085, 65.9231, -0.6499, -0.3611, 118.83, 74.58
55.452, 9.4761, 66.3661, -0.6247, -0.4410, 124.47, 81.47
