経過時間_秒, A, HR, Mean, Phi, SBP, DBP
0.007, 4.5963, 71.5990, 5.9616, 2.2800, 122.64, 85.31
1.070, 5.0188, 62.4350, 5.5962, 2.3779, 127.68, 89.76
4.682, 4.8704, 71.5990, 5.7629, 2.0508, 122.69, 83.59
5.461, 4.7039, 67.1141, 6.0516, 1.9994, 121.65, 81.58
6.321, 4.6114, 66.2252, 5.7279, 2.2579, 123.29, 85.15
8.155, 4.1792, 62.1118, 6.8227, 2.0543, 117.32, 78.69
9.799, 4.2710, 72.2892, 6.3900, 2.5465, 123.98, 87.18
10.733, 4.6310, 78.2269, 5.6676, 2.2640, 124.30, 85.40
12.400, 4.9129, 63.9659, 5.7408, 2.2469, 127.37, 86.96
13.235, 4.3933, 81.0811, 6.3866, 2.2716, 123.18, 83.67
15.910, 3.4880, 81.4111, 2.9854, 0.9388, 98.90, 58.15
17.410, 4.5957, 64.1026, 6.3648, 2.6896, 129.82, 91.57
18.351, 3.4127, 85.7143, 7.1303, 2.5020, 115.86, 80.56
19.854, 4.8224, 64.1711, 6.0528, 2.3766, 128.10, 88.27
20.758, 4.6754, 81.1908, 6.1326, 2.1308, 122.77, 83.42
21.656, 4.6533, 78.1250, 5.4131, 1.9168, 120.74, 80.20
23.791, 4.2827, 85.5920, 4.0918, 2.7480, 127.53, 91.33
24.534, 4.6008, 95.0872, 5.6011, 2.8244, 130.42, 94.02
26.338, 4.2907, 81.9672, 6.1960, 2.1675, 118.87, 81.44
27.168, 5.0567, 64.3087, 4.9520, 2.3923, 129.41, 90.49
29.073, 4.6453, 71.8563, 5.1651, 2.0291, 121.34, 82.01
30.978, 4.3838, 71.5990, 6.2183, 2.3596, 122.77, 85.06
36.163, 4.7090, 69.3642, 5.9524, 2.3549, 126.03, 87.23
37.859, 4.1882, 75.0939, 6.7175, 1.8908, 115.37, 76.22
40.673, 4.4296, 61.4754, 4.0776, 2.0219, 119.10, 80.91
45.346, 4.6542, 63.9659, 6.2159, 2.2434, 123.73, 85.01
47.149, 4.7010, 69.6864, 5.6777, 2.0096, 121.89, 81.87
48.989, 4.8998, 69.2042, 5.3526, 1.9271, 122.94, 82.00
49.822, 4.8852, 64.1711, 4.7391, 1.9761, 123.79, 82.92
50.691, 4.5809, 66.1521, 6.1530, 2.2918, 124.22, 85.32
51.593, 4.7476, 71.0900, 5.8575, 2.2188, 125.02, 85.38
52.525, 4.9797, 69.7674, 4.8713, 2.0867, 125.99, 85.22
53.395, 4.7067, 66.9643, 5.5516, 2.0581, 123.51, 82.71
54.306, 4.4740, 63.8298, 6.0527, 1.7692, 117.64, 76.45
55.300, 4.5906, 69.2841, 5.6531, 1.9223, 120.72, 79.78
56.281, 4.5806, 66.3717, 5.2325, 1.8660, 120.73, 79.00
57.206, 4.5336, 59.9401, 4.2329, 1.9044, 121.07, 79.68
58.874, 4.1125, 64.1711, 3.5646, 2.2993, 121.68, 83.38
