経過時間_秒, A, HR, Mean, Phi, SBP, DBP
0.017, 3.7574, 84.7458, 5.4418, 2.7227, 137.41, 90.86
0.444, 3.7574, 84.7458, 5.4418, 2.7227, 137.41, 90.86
3.045, 2.8612, 112.1495, 3.7313, 2.2995, 132.63, 87.87
3.720, 2.5332, 86.0832, 3.2438, 2.5786, 132.63, 87.87
6.294, 4.0991, 89.4188, 6.5927, 2.9729, 138.26, 91.55
6.927, 2.1147, 81.7439, 8.0995, 2.8678, 129.73, 86.18
7.502, 1.4373, 94.7867, 8.3771, 2.9001, 127.00, 84.44
8.161, 2.2465, 94.0439, 7.8405, 3.0498, 132.10, 87.44
8.795, 3.7512, 106.7616, 6.6735, 2.8161, 137.21, 90.79
10.132, 2.6279, 96.1538, 3.7785, 1.7384, 129.55, 86.11
10.736, 2.2503, 81.3008, 2.9593, 2.7775, 130.43, 86.54
12.140, 2.4894, 120.0000, 3.0095, 2.9453, 132.09, 87.53
13.379, 3.8144, 93.3126, 6.6523, 2.6965, 137.75, 91.06
14.048, 3.2663, 105.6338, 6.5878, 2.2900, 133.58, 88.61
14.645, 4.5038, 89.9550, 5.7994, 2.3691, 138.73, 91.89
15.245, 4.6370, 89.9550, 5.9982, 2.4057, 140.52, 92.84
15.912, 3.7163, 100.0000, 5.6298, 2.1494, 136.30, 90.17
16.550, 4.4086, 99.0099, 5.5796, 2.4194, 138.96, 91.95
17.180, 4.3598, 90.2256, 5.4234, 2.3886, 138.69, 91.78
17.815, 2.9363, 85.8369, 4.3167, 2.5186, 132.54, 87.94
18.983, 4.0248, 93.1677, 6.1670, 2.8246, 138.30, 91.49
19.590, 3.8309, 105.2632, 6.4042, 2.6827, 137.83, 91.11
20.189, 3.3684, 101.0101, 6.4474, 2.1591, 134.93, 89.29
20.796, 4.2635, 100.5025, 5.6346, 2.3251, 139.42, 92.05
21.931, 4.5674, 99.8336, 5.6477, 2.5014, 141.15, 93.12
24.868, 3.0775, 82.0793, 3.5952, 3.1649, 126.08, 83.88
25.441, 0.5365, 52.6316, 5.4549, 1.3099, 126.08, 83.88
27.303, 3.4638, 81.9672, 5.3268, 2.4590, 141.80, 93.37
29.207, 4.5042, 89.4188, 5.1949, 2.4824, 140.63, 92.82
29.846, 4.1026, 89.0208, 6.4773, 2.5672, 140.03, 92.31
30.484, 3.1658, 107.3345, 6.9752, 2.4572, 134.63, 89.10
31.087, 3.6442, 93.1677, 6.7944, 2.2747, 135.95, 89.99
31.720, 3.6915, 94.7867, 6.6851, 2.0305, 136.07, 90.02
33.586, 4.2473, 89.8204, 5.4702, 2.3701, 138.74, 91.72
34.222, 2.6915, 112.7820, 5.0166, 2.1638, 130.42, 86.68
35.456, 4.2019, 94.3396, 5.6639, 2.3015, 137.77, 91.22
36.059, 3.6028, 94.7867, 5.4696, 2.4674, 136.16, 90.10
36.698, 3.9262, 98.3607, 4.8389, 2.8417, 138.61, 91.57
37.292, 4.6151, 101.0101, 5.2105, 2.6073, 140.77, 92.99
37.932, 4.2647, 93.7500, 6.1751, 2.4101, 139.53, 92.13
38.568, 3.6069, 100.1669, 6.7824, 2.2638, 135.80, 89.89
39.135, 4.0549, 94.3396, 6.3694, 2.6068, 138.22, 91.42
39.734, 3.1606, 94.1915, 7.2612, 2.5279, 135.40, 89.48
40.369, 2.1811, 106.5719, 7.8194, 2.4816, 131.01, 86.74
41.506, 2.2512, 94.7867, 7.5175, 2.6000, 130.78, 86.70
42.140, 2.8374, 111.5242, 6.9403, 2.4478, 133.50, 88.34
42.778, 3.7483, 98.0392, 6.2648, 2.3494, 136.72, 90.44
43.338, 4.2317, 96.4630, 6.0919, 2.4829, 138.78, 91.77
43.977, 4.2837, 92.7357, 5.8354, 2.4142, 140.20, 92.46
44.615, 3.4367, 106.9519, 6.1929, 2.3875, 135.50, 89.66
45.218, 4.5694, 95.5414, 5.5647, 2.6026, 140.50, 92.83
45.809, 4.2437, 94.7867, 6.1637, 2.5203, 139.46, 92.11
46.420, 3.5237, 98.6842, 6.6217, 2.4289, 136.59, 90.25
48.918, 3.3544, 81.7439, 4.8029, 2.5787, 135.69, 89.73
50.228, 3.3449, 92.8793, 4.5696, 2.6802, 136.72, 90.25
50.860, 4.2464, 101.0101, 5.0679, 2.8638, 140.24, 92.56
51.498, 3.9101, 95.0872, 5.3709, 2.5919, 137.78, 91.10
52.094, 4.5388, 92.8793, 5.9785, 2.7346, 140.64, 92.92
52.736, 3.4735, 94.7867, 6.9617, 2.3878, 135.94, 89.90
53.372, 2.7040, 98.8468, 7.2157, 2.4293, 132.02, 87.54
53.936, 3.8663, 96.6184, 6.5393, 2.5391, 137.21, 90.80
54.536, 3.0186, 93.6037, 7.3873, 2.4723, 134.73, 89.05
55.803, 4.2804, 99.8336, 6.0335, 2.4901, 140.17, 92.47
56.412, 3.3473, 85.8369, 6.7932, 2.5312, 136.89, 90.31
57.042, 2.6941, 104.7120, 7.2767, 2.7182, 133.80, 88.46
57.676, 2.3683, 100.0000, 7.4970, 2.4548, 131.17, 86.93
58.325, 3.4385, 94.7867, 6.8337, 2.5824, 135.71, 89.81
58.954, 3.6488, 94.3396, 6.6279, 2.3653, 135.75, 89.92
59.513, 3.2933, 94.6372, 6.0425, 2.1402, 133.71, 88.65
