経過時間_秒, A, HR, Mean, Phi, SBP, DBP
0.027, 4.8536, 69.1244, 5.0013, 1.9529, 122.99, 82.24
1.031, 5.0970, 61.8557, 5.7795, 2.2651, 128.82, 88.44
3.900, 5.4399, 48.6224, 5.1926, 2.9340, 107.68, 69.76
4.862, 3.3517, 74.3494, 7.3814, 2.5740, 116.31, 81.19
5.741, 4.9904, 62.3701, 5.3561, 2.4514, 130.83, 90.82
6.676, 2.8001, 70.8383, 3.6809, 2.2363, 108.20, 73.72
7.606, 4.8397, 69.7674, 4.1896, 2.6816, 132.32, 93.91
8.575, 4.9485, 64.3087, 5.4635, 1.9195, 124.32, 82.16
9.505, 4.1867, 63.7620, 7.0399, 1.3425, 110.77, 67.48
11.419, 4.5715, 64.4468, 6.4559, 1.3984, 114.88, 71.12
12.391, 5.0299, 53.9084, 4.8625, 2.3175, 129.81, 89.18
14.917, 4.1419, 71.9424, 6.6052, 2.6764, 126.15, 88.29
15.934, 4.2655, 66.4452, 4.6179, 1.7894, 116.60, 75.97
16.824, 4.2655, 66.4452, 4.6179, 1.7894, 116.60, 75.97
17.801, 1.5848, 112.7820, 1.6532, 0.8996, 116.60, 75.97
18.768, 3.2370, 43.6364, 5.9895, 0.5923, 116.60, 75.97
19.734, 4.9128, 56.1798, 6.2025, 2.2371, 128.22, 86.62
20.672, 4.8822, 69.0449, 5.9423, 2.3527, 129.37, 88.33
22.511, 5.0709, 64.3087, 6.0912, 1.6892, 123.08, 79.10
23.375, 4.5515, 71.9424, 6.4338, 1.7147, 119.00, 75.96
24.318, 4.9641, 59.8802, 5.8412, 2.2810, 128.67, 87.79
27.019, 4.3918, 64.1711, 4.4159, 2.4752, 126.04, 87.64
30.819, 5.0634, 58.2524, 5.6767, 1.9447, 125.06, 83.23
32.640, 4.9655, 65.6455, 5.7461, 1.7984, 122.47, 80.26
33.532, 4.4428, 56.2852, 6.8508, 2.1717, 121.86, 82.25
34.373, 4.5724, 83.1025, 5.8452, 2.1805, 121.86, 82.25
35.240, 4.6613, 66.6667, 5.6804, 1.8666, 120.10, 79.36
36.141, 2.6854, 70.9220, 7.7440, 1.3822, 96.21, 57.97
37.978, 4.7033, 66.5927, 5.1840, 1.7335, 119.30, 77.74
38.879, 4.9058, 61.9835, 5.3093, 2.0673, 124.98, 84.26
40.751, 4.8831, 65.7895, 5.1400, 1.8546, 122.47, 80.84
41.654, 4.9754, 60.0000, 5.5380, 2.0896, 125.83, 84.98
42.557, 4.8346, 70.0935, 4.7918, 1.8437, 121.94, 80.49
43.527, 4.9550, 66.0066, 5.2608, 1.8643, 123.34, 81.42
44.392, 4.8631, 66.5188, 5.7280, 1.8657, 123.05, 80.65
45.392, 5.0987, 61.8557, 5.3512, 1.8495, 124.52, 82.09
47.031, 4.2561, 70.0117, 6.7639, 2.7363, 127.92, 89.92
47.867, 4.3840, 83.4492, 5.9977, 2.2036, 122.71, 82.70
48.770, 4.4826, 64.7948, 4.0063, 1.9375, 119.87, 79.96
50.510, 4.9220, 66.8151, 5.7119, 2.0856, 125.59, 84.50
51.403, 4.7753, 59.7015, 6.4026, 2.1813, 124.84, 84.76
52.310, 4.5253, 82.0793, 6.0543, 2.1577, 122.54, 82.89
53.150, 4.8916, 66.1521, 5.4573, 1.9422, 123.62, 82.15
54.054, 4.9684, 66.5188, 5.5193, 1.8381, 122.64, 80.99
54.915, 4.6890, 72.2022, 6.0795, 1.7078, 118.82, 76.89
55.726, 4.6510, 66.5188, 6.0793, 1.7942, 119.29, 78.00
56.625, 5.0365, 69.5249, 5.1410, 1.9003, 123.60, 82.57
57.493, 4.1950, 74.6269, 6.4666, 1.5094, 111.68, 70.38
58.328, 4.5552, 66.1521, 5.3751, 1.9284, 120.00, 79.75
