経過時間_秒, A, HR, V2P_relTTP, P2V_relTTP, SBP, DBP
0.027, 9.6384, 69.2352, -0.6448, -0.8724, 137.26, 93.17
1.031, 8.9174, 69.2352, -0.7195, -0.4172, 118.58, 74.04
3.900, 9.5432, 67.6586, -0.5458, -0.4730, 127.45, 86.99
4.862, 9.4363, 69.6538, -0.5526, -0.5526, 128.87, 88.67
5.741, 5.4673, 65.7749, -0.5483, -0.3769, 112.99, 68.44
6.676, 9.4480, 67.0316, -0.7141, -0.8645, 135.23, 88.22
7.606, 9.1021, 65.5702, -0.4235, -0.5647, 133.10, 94.03
8.575, 9.4308, 65.0389, -0.7097, -0.3194, 118.53, 73.26
9.505, 9.3368, 63.4409, -0.6460, -0.5449, 127.70, 82.22
11.419, 9.5814, 63.9740, -0.3903, -0.5323, 134.88, 96.52
12.391, 9.4692, 65.0448, -0.5810, -0.4730, 127.08, 84.46
14.917, 9.5626, 63.3432, -0.6111, -0.3395, 122.80, 79.33
15.934, 8.4358, 65.2096, -0.6652, -0.8499, 133.72, 86.32
16.824, 9.5154, 61.9799, -0.5522, -0.3898, 126.31, 83.47
17.801, 9.5154, 64.5489, -0.6296, -0.3704, 122.76, 79.17
18.768, 9.3723, 62.9417, -0.5067, -0.4729, 129.49, 87.75
19.734, 9.4801, 62.4914, -0.6474, -0.3754, 122.97, 77.94
20.672, 9.5452, 62.3010, -0.6491, -0.4783, 126.45, 80.87
22.511, 9.3142, 63.1225, -0.5981, -0.3156, 121.73, 78.40
23.375, 9.5925, 61.3330, -0.5239, -0.4264, 128.68, 86.18
24.318, 7.8310, 65.1372, -0.6111, -0.3819, 118.53, 74.14
27.019, 9.5625, 64.3731, -0.5949, -0.4549, 126.60, 83.48
30.819, 9.2609, 67.7941, -0.7088, -0.3544, 118.32, 74.01
32.640, 9.2318, 67.6044, -0.4820, -0.5191, 129.78, 90.45
33.532, 9.3446, 68.3170, -0.6835, -0.3418, 118.70, 75.41
34.373, 7.8457, 67.7867, -0.5919, -0.3330, 116.72, 74.27
35.240, 9.2953, 69.5197, -0.6671, -0.3532, 118.99, 76.58
36.141, 9.4571, 69.3616, -0.7232, -0.3426, 117.63, 73.89
37.978, 9.5568, 67.9489, -0.6226, -0.4029, 123.05, 81.07
38.879, 9.4770, 68.3365, -0.6804, -0.3402, 119.11, 76.04
40.751, 9.5933, 67.4533, -0.6593, -0.4029, 122.31, 79.19
41.654, 9.3153, 68.4735, -0.6883, -0.3059, 117.29, 74.09
42.557, 9.3153, 67.4441, -0.6883, -0.3059, 117.61, 73.94
43.527, 9.5006, 66.9783, -0.6951, -0.3293, 118.85, 74.85
44.392, 9.5928, 64.2807, -0.5767, -0.3399, 123.55, 81.42
45.392, 9.2634, 66.7257, -0.4578, -0.4960, 130.08, 91.11
47.031, 9.4203, 63.1844, -0.6270, -0.8250, 137.48, 91.14
47.867, 9.0864, 63.9454, -0.5696, -0.3204, 121.75, 79.30
48.770, 9.4830, 67.6323, -0.6711, -0.3553, 120.09, 76.87
50.510, 9.2803, 67.0335, -0.4751, -0.3654, 125.39, 86.74
51.403, 9.3304, 69.2811, -0.7097, -0.3548, 118.05, 74.45
52.310, 9.4163, 68.2191, -0.6652, -0.3326, 119.15, 76.39
53.150, 9.3452, 67.1697, -0.6185, -0.3275, 120.38, 78.32
54.054, 9.2377, 69.2337, -0.7071, -0.3143, 116.57, 73.12
54.915, 9.4508, 67.7725, -0.6560, -0.8396, 135.81, 90.76
55.726, 9.1902, 68.7161, -0.6132, -0.3066, 118.93, 77.67
56.625, 9.1816, 71.2522, -0.7324, -0.3255, 115.44, 72.15
57.493, 9.3446, 68.9624, -0.6615, -0.3307, 118.75, 76.37
58.328, 9.3446, 69.0036, -0.6835, -0.3038, 117.27, 74.47
