経過時間_秒, A, HR, V2P_relTTP, P2V_relTTP, SBP, DBP
0.017, 8.9683, 63.6770, -0.7756, -0.2821, 90.80, 65.85
0.587, 9.0523, 63.6770, -0.6346, -0.2821, 90.86, 65.88
2.590, 9.1725, 71.3328, -0.8027, -0.3568, 91.67, 66.30
6.534, 8.9580, 77.7641, -0.7507, -0.3761, 92.22, 66.56
16.250, 9.1040, 85.3750, -0.9369, -0.4164, 93.04, 66.97
19.324, 8.9325, 81.7003, -0.6893, -0.4308, 92.61, 66.75
29.286, 9.2424, 85.8129, -0.9940, -0.4473, 93.15, 67.04
32.022, 9.4078, 76.3264, -0.6804, -0.3402, 92.30, 66.62
32.830, 9.1964, 72.6789, -0.6104, -0.3052, 91.84, 66.38
34.559, 8.3801, 73.4148, -0.6527, -0.4079, 91.51, 66.17
40.575, 9.0443, 73.1139, -0.7609, -0.3604, 91.79, 66.35
52.236, 9.1901, 68.2347, -0.5981, -0.3166, 91.39, 66.15
53.072, 9.1187, 69.8764, -0.6695, -0.3150, 91.51, 66.21
54.812, 9.5875, 70.7689, -0.7085, -0.3548, 91.84, 66.40
55.640, 1.9408, 71.1394, -0.8653, -0.5507, 88.05, 64.12
