経過時間_秒, A, HR, Mean, Phi, SBP, DBP
0.020, 4.2974, 94.9367, 6.1271, 2.4742, 137.98, 91.42
1.816, 2.5035, 113.8520, 7.3886, 2.5110, 130.17, 86.55
3.090, 3.9008, 94.0439, 6.4859, 2.5462, 136.79, 90.62
4.954, 4.0487, 85.5920, 6.6548, 2.8226, 138.20, 91.46
6.354, 4.2969, 99.3377, 5.9917, 2.4266, 139.25, 92.02
6.931, 4.4394, 84.3882, 5.6356, 2.3138, 138.25, 91.60
8.265, 2.9818, 106.9519, 3.7061, 2.5781, 133.40, 88.39
8.930, 4.3614, 84.9858, 4.7295, 2.6687, 139.67, 92.31
9.566, 4.6677, 95.8466, 5.3514, 2.5514, 140.18, 92.73
10.271, 4.0577, 88.7574, 6.0640, 2.5523, 137.70, 91.16
10.870, 4.5331, 95.2381, 5.7467, 2.7446, 139.05, 92.15
12.806, 2.7676, 82.5309, 3.9197, 2.7753, 132.17, 87.71
13.473, 4.6765, 105.6338, 4.6034, 2.9748, 141.36, 93.39
14.108, 4.4774, 94.0439, 5.6148, 2.3377, 138.71, 91.85
14.813, 4.3357, 88.7574, 5.6309, 2.3792, 138.46, 91.65
16.050, 4.3703, 86.7052, 6.0550, 2.4451, 137.73, 91.34
16.753, 3.2609, 93.6037, 6.3204, 2.6226, 133.14, 88.48
18.724, 3.7628, 106.1947, 6.5253, 2.4547, 134.62, 89.47
19.356, 4.4335, 80.9717, 6.0130, 2.4424, 134.62, 89.47
19.988, 4.2172, 90.2256, 6.2294, 2.5826, 137.97, 91.39
22.002, 4.1294, 81.6327, 5.5361, 2.3347, 137.37, 90.98
24.979, 4.4781, 111.3173, 5.4663, 3.5671, 140.28, 92.90
25.673, 4.3941, 118.1102, 5.3356, 2.9269, 138.57, 91.87
27.578, 2.4374, 112.3596, 3.4895, 2.4974, 128.36, 85.60
28.174, 4.2219, 81.5217, 4.9183, 2.7613, 128.36, 85.60
29.553, 3.9468, 98.6842, 6.5352, 2.4367, 137.46, 90.95
30.151, 4.5638, 83.1025, 6.1700, 2.6380, 140.36, 92.78
30.781, 3.6652, 93.1677, 6.9232, 2.5329, 136.93, 90.54
31.452, 2.6425, 99.8336, 7.3070, 2.3152, 131.67, 87.31
32.119, 4.5599, 95.6938, 5.6044, 2.5193, 139.57, 92.36
32.754, 4.3532, 89.0208, 5.8082, 2.3775, 138.06, 91.47
33.323, 3.5603, 90.0901, 4.8844, 2.3473, 134.67, 89.32
33.955, 3.7683, 94.4882, 4.5941, 2.9167, 138.17, 91.27
34.592, 4.6548, 105.8201, 5.2782, 2.8914, 141.73, 93.54
35.192, 4.5206, 94.3396, 5.6237, 2.4373, 139.91, 92.48
35.863, 3.4011, 95.0872, 6.0357, 2.2301, 135.10, 89.41
36.537, 4.5888, 99.3377, 5.4743, 2.7680, 140.34, 92.81
37.736, 3.4393, 89.8204, 5.6228, 2.5919, 134.30, 89.13
38.437, 4.5087, 104.7120, 5.5700, 2.8928, 140.15, 92.70
39.638, 3.8649, 84.9858, 5.3981, 2.5688, 135.64, 90.04
40.305, 4.3128, 113.6364, 5.6978, 2.8165, 138.29, 91.66
41.543, 3.5407, 90.2256, 6.7789, 2.3979, 134.17, 89.10
44.712, 4.6712, 112.9944, 5.4494, 2.9720, 140.17, 92.83
45.883, 4.3796, 94.7867, 5.7633, 2.9735, 139.56, 92.35
47.758, 4.5571, 94.6372, 5.7948, 2.4347, 139.61, 92.36
50.298, 3.0880, 82.0793, 4.6798, 2.8381, 133.18, 88.42
51.562, 3.4654, 103.2702, 4.1511, 2.7449, 135.50, 89.75
52.234, 3.5606, 85.5920, 4.5645, 2.8140, 137.41, 90.75
52.866, 3.4731, 104.7120, 4.1051, 2.9855, 135.83, 89.97
53.471, 4.2359, 89.9550, 4.9842, 2.8655, 139.23, 92.07
54.141, 4.2347, 94.9367, 5.1234, 2.7117, 139.46, 92.14
54.706, 3.0889, 100.1669, 4.8070, 2.3260, 132.56, 88.00
55.341, 4.6123, 88.6263, 5.3219, 2.8258, 142.01, 93.64
56.710, 3.3760, 94.9367, 4.9218, 1.9963, 134.12, 88.86
57.309, 3.5884, 85.1064, 4.5259, 2.6935, 135.53, 89.83
58.550, 4.1150, 102.3891, 4.8623, 3.0441, 139.46, 92.15
