経過時間_秒, A, HR, Mean, Phi, SBP, DBP
0.007, 4.2604, 77.5194, 4.4408, 2.5299, 113.87, 83.08
3.944, 1.1689, 45.1807, 5.7579, 1.2804, 117.45, 85.14
4.645, 3.0366, 78.4314, 7.7079, 2.7489, 115.67, 88.07
5.346, 3.9063, 93.4579, 6.8875, 2.4935, 112.48, 85.13
6.013, 4.1095, 85.4701, 6.4273, 2.1416, 109.82, 83.10
6.748, 3.7502, 86.0832, 6.7593, 2.0810, 110.89, 84.32
7.487, 2.8392, 89.9550, 7.0268, 1.9615, 112.19, 85.68
8.252, 4.4370, 81.8554, 5.5013, 2.2918, 111.32, 82.86
8.965, 4.2238, 81.0811, 6.1833, 1.9475, 107.34, 81.27
9.665, 2.8257, 69.2042, 4.4895, 1.8847, 115.22, 84.79
10.386, 2.8742, 98.1997, 3.2662, 2.7785, 125.58, 89.59
11.129, 4.6170, 85.7143, 5.3361, 2.6685, 114.58, 84.53
11.832, 4.2363, 83.2178, 6.4544, 2.2018, 109.62, 82.92
12.565, 4.5321, 81.5217, 6.2724, 2.0768, 108.04, 81.74
13.259, 1.5058, 84.5070, 8.9043, 1.2484, 107.40, 85.37
14.033, 1.5058, 84.5070, 8.9043, 1.2484, 107.40, 85.37
14.735, 3.1807, 60.0000, 4.0408, 1.5150, 107.40, 85.37
15.471, 0.7908, 49.8339, 5.8652, 0.5391, 107.40, 85.37
16.937, 4.2264, 81.1908, 6.0772, 1.9273, 107.80, 81.48
17.676, 4.2534, 81.5217, 5.8586, 1.9636, 108.36, 81.58
18.374, 3.2006, 82.1918, 3.9816, 1.3044, 109.20, 80.59
19.149, 2.7676, 69.1244, 3.4190, 2.7146, 125.11, 89.51
19.892, 4.5500, 104.5296, 5.0449, 2.9997, 125.11, 89.51
20.647, 4.1564, 78.0234, 6.1493, 2.3493, 111.36, 83.61
24.454, 4.3158, 68.8863, 6.6881, 2.2898, 109.20, 82.81
27.633, 3.3060, 64.2398, 4.2498, 1.9565, 113.23, 83.02
28.371, 4.8310, 99.3377, 4.8447, 2.8722, 113.23, 83.02
29.168, 4.5551, 74.8130, 5.7909, 2.1920, 108.48, 81.33
29.902, 4.3991, 80.8625, 6.0253, 1.8895, 105.52, 79.86
30.641, 3.4900, 75.2823, 3.9808, 1.1467, 106.05, 78.55
31.337, 4.2750, 81.4111, 4.0861, 2.5385, 115.85, 84.04
32.073, 4.5542, 81.7439, 6.0298, 2.1035, 108.43, 81.68
32.837, 2.7184, 85.7143, 7.9013, 1.8777, 110.07, 85.34
33.642, 3.9198, 81.3008, 6.8418, 2.0390, 108.26, 82.61
35.286, 4.6850, 74.6269, 5.1987, 1.8947, 105.94, 79.15
36.019, 4.2624, 66.1521, 5.1025, 1.9208, 108.44, 80.76
36.851, 4.5118, 81.7439, 6.1723, 2.7655, 113.79, 84.88
37.658, 4.4577, 81.9672, 6.3549, 2.0846, 106.36, 80.64
38.354, 3.2802, 66.2983, 4.8804, 1.6836, 109.31, 81.34
39.092, 4.1696, 81.7439, 4.0230, 2.7945, 118.73, 85.70
39.859, 4.4023, 86.0832, 6.0130, 2.5898, 112.89, 84.25
42.102, 2.7037, 69.7674, 4.3686, 1.9739, 116.00, 85.09
43.537, 4.5984, 84.7458, 6.0430, 2.9064, 115.34, 85.66
44.339, 4.2886, 89.9550, 6.2562, 1.8765, 106.28, 80.69
45.173, 4.5729, 77.7202, 5.4379, 2.1056, 107.92, 80.60
46.605, 3.7420, 71.7703, 5.1933, 2.0959, 110.64, 82.20
47.346, 4.8549, 90.0901, 5.2151, 2.7031, 112.45, 82.85
49.655, 3.9773, 66.6667, 4.8952, 2.0241, 110.60, 81.90
50.444, 4.2801, 93.1677, 5.7061, 2.6149, 113.49, 84.27
51.920, 4.5315, 75.0939, 5.6886, 1.9506, 106.19, 79.86
52.691, 3.7126, 90.9091, 6.6988, 2.0296, 108.11, 82.33
54.262, 4.1382, 78.2269, 6.1278, 1.8465, 105.97, 80.35
55.027, 4.2080, 72.0288, 4.6501, 2.0468, 110.49, 81.50
55.775, 4.6581, 81.8554, 5.0874, 2.2807, 110.13, 81.53
56.604, 4.1195, 76.4331, 6.3317, 1.9285, 107.11, 81.31
57.972, 2.9177, 71.3436, 3.3078, 2.8391, 123.86, 88.35
59.270, 4.6386, 74.2574, 6.1948, 2.7660, 111.96, 83.62
59.939, 2.3782, 106.0071, 7.6094, 2.3711, 115.39, 88.17
