経過時間_秒, A, HR, Mean, Phi, SBP, DBP
0.057, 1.8746, 85.9599, 7.6882, 2.7441, 124.22, 94.06
0.293, 1.8746, 85.9599, 7.6882, 2.7441, 124.22, 94.06
2.931, 0.4987, 112.5704, 9.1639, 2.5175, 123.07, 93.26
4.910, 2.3412, 86.0832, 7.7224, 2.9534, 123.67, 93.49
5.512, 0.8840, 94.9367, 8.6393, 3.2094, 129.29, 98.24
6.177, 2.0436, 99.8336, 7.9138, 3.2441, 127.80, 96.30
8.214, 1.1669, 88.8889, 1.9917, 2.1526, 130.27, 92.00
14.189, 2.9237, 73.9827, 3.6489, 2.8542, 125.47, 90.82
14.829, 4.6967, 106.3830, 5.1940, 3.0726, 120.15, 87.83
15.530, 3.6583, 89.6861, 5.1394, 2.1185, 115.73, 85.71
16.134, 3.5115, 94.7867, 4.6408, 2.5790, 120.39, 87.85
17.464, 1.8769, 85.1064, 2.9130, 2.9952, 134.32, 95.05
18.102, 2.1404, 95.2381, 2.7339, 3.1927, 136.31, 96.02
18.769, 3.8261, 99.1736, 4.4333, 3.3654, 128.37, 92.35
19.369, 4.4514, 94.7867, 4.5372, 2.9518, 121.37, 88.02
20.069, 4.4514, 94.7867, 4.5372, 2.9518, 121.37, 88.02
20.739, 2.7887, 78.0234, 4.1338, 2.5521, 124.09, 89.86
24.688, 3.0846, 81.7439, 3.8893, 3.0630, 127.92, 91.69
25.283, 3.3829, 93.1677, 4.5341, 3.5384, 129.97, 93.39
25.958, 3.7940, 94.7867, 5.4833, 3.5076, 127.95, 93.17
26.628, 3.7366, 94.6372, 6.4193, 3.2867, 123.84, 91.67
27.996, 1.9508, 104.8951, 7.4009, 2.6954, 123.32, 93.13
31.035, 3.8512, 111.9403, 4.1413, 3.5169, 129.92, 92.91
32.769, 0.8932, 53.0504, 7.1625, 3.8368, 123.68, 91.16
33.971, 2.2396, 111.1111, 7.3391, 2.7068, 125.51, 94.60
34.578, 3.0770, 93.6037, 6.6767, 2.3991, 120.91, 90.91
37.485, 3.2287, 118.8119, 6.9052, 2.9512, 124.32, 92.98
38.083, 3.0035, 95.0872, 6.6749, 2.3618, 122.13, 91.81
39.985, 1.1685, 90.9091, 2.2019, 2.1547, 133.15, 94.30
40.518, 3.2918, 94.3396, 3.9817, 3.1393, 130.92, 93.84
42.122, 1.7805, 112.9944, 7.8453, 3.1443, 131.58, 98.99
42.728, 0.9850, 55.7621, 7.1628, 0.0028, 131.58, 98.99
44.498, 2.5092, 107.1429, 7.5283, 3.4979, 131.77, 98.35
45.034, 2.5056, 93.8967, 5.6049, 3.1159, 131.56, 96.28
46.902, 0.7912, 89.9550, 1.7664, 1.8675, 133.62, 94.41
48.638, 4.2415, 114.0684, 6.3973, 3.7765, 131.54, 94.68
49.212, 4.2415, 114.0684, 6.3973, 3.7765, 131.54, 94.68
50.412, 0.4214, 57.6369, 3.4920, 1.0400, 131.54, 94.68
53.987, 1.7333, 54.6448, 3.4604, 2.3676, 127.59, 91.05
55.222, 2.5097, 109.2896, 7.3894, 3.3521, 132.21, 98.66
56.490, 2.7025, 94.7867, 7.3681, 3.1307, 130.55, 97.72
57.724, 3.5176, 104.1667, 6.5878, 2.4702, 121.48, 91.14
