経過時間_秒, A, HR, V2P_relTTP, P2V_relTTP, SBP, DBP
0.057, 6.8269, 91.5915, -0.4131, -0.6197, 121.48, 107.09
0.293, 3.7645, 93.2341, -0.5222, -0.5744, 114.31, 105.01
2.931, 8.0320, 87.1117, -0.4496, -0.4946, 123.97, 104.50
4.910, 4.2563, 90.6501, -0.3638, -0.5717, 115.95, 106.82
5.512, 8.2883, 87.7267, -0.4674, -0.5142, 124.55, 104.54
6.177, 8.3816, 93.3168, -0.7126, -0.7674, 126.51, 102.19
8.214, 9.3705, 91.6750, -0.4955, -0.4955, 125.00, 106.70
14.189, 9.3373, 92.8444, -0.5690, -0.4655, 124.22, 106.00
14.829, 6.9506, 91.3769, -0.4948, -0.5442, 120.94, 105.60
15.530, 8.3494, 92.5482, -0.5156, -0.4641, 122.23, 106.57
16.134, 8.7447, 88.9343, -0.4237, -0.5178, 124.97, 106.26
17.464, 4.4447, 93.7752, -0.4364, -0.6000, 115.65, 107.18
18.102, 8.6793, 97.3372, -0.4992, -0.6121, 123.04, 109.38
18.769, 8.9691, 95.5860, -0.5681, -0.5164, 123.12, 107.36
19.369, 6.6333, 92.7567, -0.3468, -0.5946, 120.17, 109.11
20.069, 4.8107, 96.2423, -0.5500, -0.7150, 117.22, 106.14
20.739, 8.6703, 90.6052, -0.4708, -0.5178, 124.27, 106.27
24.688, 6.9580, 90.1433, -0.3453, -0.5919, 121.79, 107.72
25.283, 7.1404, 89.6455, -0.5394, -0.5884, 122.67, 103.62
25.958, 8.4236, 94.9891, -0.4444, -0.6667, 124.06, 108.84
26.628, 4.9884, 91.7676, -0.4882, -0.5370, 116.75, 105.34
27.996, 5.0184, 90.7149, -0.3453, -0.5919, 117.69, 107.42
31.035, 6.0807, 94.7558, -0.7636, -0.6000, 119.18, 101.76
32.769, 5.2348, 94.6965, -0.4685, -0.4685, 115.15, 107.74
33.971, 8.9439, 103.0394, -0.6215, -0.4972, 120.05, 110.72
34.578, 5.7132, 104.2299, -0.3480, -0.6380, 114.52, 115.39
37.485, 8.5117, 101.4670, -0.4349, -0.3806, 117.84, 113.72
38.083, 8.4561, 109.3568, -0.6522, -0.4565, 116.15, 113.77
39.985, 6.4571, 104.5603, -0.3306, -0.5509, 114.66, 116.44
40.518, 3.7742, 103.1077, -0.3915, -0.6712, 111.61, 113.12
42.122, 8.3319, 107.7281, -0.6203, -0.3102, 114.48, 113.85
42.728, 5.4509, 110.8076, -0.3764, -0.6901, 112.23, 118.44
44.498, 5.2156, 104.4860, -0.5980, -0.7068, 114.84, 110.18
45.034, 3.8862, 105.1488, -0.6402, -0.7566, 112.69, 109.14
46.902, 7.6754, 108.4383, -0.4925, -0.7388, 118.47, 115.31
48.638, 8.2932, 110.7716, -0.4358, -0.6226, 117.13, 118.37
49.212, 5.4660, 111.6638, -0.6191, -0.8049, 113.96, 113.75
50.412, 8.5774, 107.9790, -0.5174, -0.5174, 117.49, 115.51
53.987, 5.0085, 109.3231, -0.6089, -0.6697, 112.09, 112.84
55.222, 5.8154, 110.7183, -0.4935, -0.5551, 111.39, 116.57
56.490, 8.3754, 114.9518, -0.6574, -0.5259, 114.80, 116.72
57.724, 5.1072, 109.9951, -0.4060, -0.4060, 108.05, 118.11
