経過時間_秒, subject_id, ref_SBP, ref_DBP, M1_A, M1_HR, M1_V2P_relTTP, M1_P2V_relTTP, M1_SBP, M1_DBP, M2_A, M2_HR, M2_V2P_relTTP, M2_P2V_relTTP, M2_Stiffness, M2_E, M2_SBP, M2_DBP, M3_A, M3_HR, M3_Mean, M3_Phi, M3_SBP, M3_DBP
0.057, subject_placeholder, , , 6.8269, 91.5915, -0.4131, -0.6197, 121.48, 107.09, 1.9041, 85.8369, -0.8354, -0.5744, 2.1292, 1.5430, 130.93, 99.05, 1.8746, 85.9599, 7.6882, 2.7441, 124.22, 94.06
0.293, subject_placeholder, , , 3.7645, 93.2341, -0.5222, -0.5744, 114.31, 105.01, 1.9041, 85.8369, -0.5222, -0.5744, 2.1292, 1.5430, 130.93, 99.05, 1.8746, 85.9599, 7.6882, 2.7441, 124.22, 94.06
2.931, subject_placeholder, , , 8.0320, 87.1117, -0.4496, -0.4946, 123.97, 104.50, 0.5448, 112.5704, -0.4496, -0.4946, 0.4381, 0.5936, 133.18, 95.93, 0.4987, 112.5704, 9.1639, 2.5175, 123.07, 93.26
4.910, subject_placeholder, , , 4.2563, 90.6501, -0.3638, -0.5717, 115.95, 106.82, 2.3604, 86.0832, -0.3638, -0.5717, 3.0432, 1.9808, 129.90, 100.11, 2.3412, 86.0832, 7.7224, 2.9534, 123.67, 93.49
5.512, subject_placeholder, , , 8.2883, 87.7267, -0.4674, -0.5142, 124.55, 104.54, 0.9004, 94.9367, -0.4674, -0.5142, 0.7989, 0.8419, 131.76, 98.59, 0.8840, 94.9367, 8.6393, 3.2094, 129.29, 98.24
6.177, subject_placeholder, , , 8.3816, 93.3168, -0.7126, -0.7674, 126.51, 102.19, 2.0552, 99.8336, -0.7126, -0.7674, 2.5155, 1.7547, 131.03, 98.14, 2.0436, 99.8336, 7.9138, 3.2441, 127.80, 96.30
8.214, subject_placeholder, , , 9.3705, 91.6750, -0.4955, -0.4955, 125.00, 106.70, 1.1846, 88.8889, -0.4955, -0.4955, 1.3160, 1.2092, 129.82, 99.83, 1.1669, 88.8889, 1.9917, 2.1526, 130.27, 92.00
14.189, subject_placeholder, , , 9.3373, 92.8444, -0.5690, -0.4655, 124.22, 106.00, 2.9540, 73.9827, -0.5690, -0.4655, 3.8755, 2.2549, 129.14, 99.44, 2.9237, 73.9827, 3.6489, 2.8542, 125.47, 90.82
14.829, subject_placeholder, , , 6.9506, 91.3769, -0.4948, -0.5442, 120.94, 105.60, 4.6596, 106.3830, -0.4948, -0.5442, 9.0715, 4.2025, 128.42, 98.25, 4.6967, 106.3830, 5.1940, 3.0726, 120.15, 87.83
15.530, subject_placeholder, , , 8.3494, 92.5482, -0.5156, -0.4641, 122.23, 106.57, 3.6406, 89.6861, -0.5156, -0.4641, 5.3823, 2.8208, 129.59, 98.70, 3.6583, 89.6861, 5.1394, 2.1185, 115.73, 85.71
16.134, subject_placeholder, , , 8.7447, 88.9343, -0.4237, -0.5178, 124.97, 106.26, 3.5766, 94.7867, -0.4237, -0.5178, 5.7956, 3.0645, 129.58, 98.07, 3.5115, 94.7867, 4.6408, 2.5790, 120.39, 87.85
17.464, subject_placeholder, , , 4.4447, 93.7752, -0.4364, -0.6000, 115.65, 107.18, 1.9147, 85.1064, -0.4364, -0.6000, 2.3869, 1.7250, 130.61, 99.32, 1.8769, 85.1064, 2.9130, 2.9952, 134.32, 95.05
18.102, subject_placeholder, , , 8.6793, 97.3372, -0.4992, -0.6121, 123.04, 109.38, 2.1808, 95.2381, -0.4992, -0.6121, 2.8390, 1.9225, 130.87, 98.85, 2.1404, 95.2381, 2.7339, 3.1927, 136.31, 96.02
18.769, subject_placeholder, , , 8.9691, 95.5860, -0.5681, -0.5164, 123.12, 107.36, 3.8347, 99.1736, -0.5681, -0.5164, 6.6807, 3.4116, 129.04, 99.29, 3.8261, 99.1736, 4.4333, 3.3654, 128.37, 92.35
19.369, subject_placeholder, , , 6.6333, 92.7567, -0.3468, -0.5946, 120.17, 109.11, 4.4279, 94.7867, -0.3468, -0.5946, 8.3145, 3.9513, 128.49, 98.60, 4.4514, 94.7867, 4.5372, 2.9518, 121.37, 88.02
20.069, subject_placeholder, , , 4.8107, 96.2423, -0.5500, -0.7150, 117.22, 106.14, 4.4279, 94.7867, -0.5500, -0.7150, 8.3145, 3.9513, 128.49, 98.60, 4.4514, 94.7867, 4.5372, 2.9518, 121.37, 88.02
20.739, subject_placeholder, , , 8.6703, 90.6052, -0.4708, -0.5178, 124.27, 106.27, 2.8502, 78.0234, -0.4708, -0.5178, 4.2517, 2.5184, 128.86, 100.79, 2.7887, 78.0234, 4.1338, 2.5521, 124.09, 89.86
24.688, subject_placeholder, , , 6.9580, 90.1433, -0.3453, -0.5919, 121.79, 107.72, 3.1143, 81.7439, -0.3453, -0.5919, 4.8010, 2.7205, 129.97, 99.61, 3.0846, 81.7439, 3.8893, 3.0630, 127.92, 91.69
25.283, subject_placeholder, , , 7.1404, 89.6455, -0.5394, -0.5884, 122.67, 103.62, 3.3990, 93.1677, -0.5394, -0.5884, 5.7622, 3.1255, 129.86, 99.28, 3.3829, 93.1677, 4.5341, 3.5384, 129.97, 93.39
25.958, subject_placeholder, , , 8.4236, 94.9891, -0.4444, -0.6667, 124.06, 108.84, 3.7890, 94.7867, -0.4444, -0.6667, 6.6637, 3.4234, 129.03, 99.81, 3.7940, 94.7867, 5.4833, 3.5076, 127.95, 93.17
26.628, subject_placeholder, , , 4.9884, 91.7676, -0.4882, -0.5370, 116.75, 105.34, 3.7716, 94.6372, -0.4882, -0.5370, 6.6819, 3.4407, 128.85, 99.86, 3.7366, 94.6372, 6.4193, 3.2867, 123.84, 91.67
27.996, subject_placeholder, , , 5.0184, 90.7149, -0.3453, -0.5919, 117.69, 107.42, 2.0044, 104.8951, -0.3453, -0.5919, 2.7198, 1.9211, 131.27, 96.68, 1.9508, 104.8951, 7.4009, 2.6954, 123.32, 93.13
31.035, subject_placeholder, , , 6.0807, 94.7558, -0.7636, -0.6000, 119.18, 101.76, 3.7692, 111.9403, -0.7636, -0.6000, 6.2962, 3.2430, 129.72, 99.29, 3.8512, 111.9403, 4.1413, 3.5169, 129.92, 92.91
32.769, subject_placeholder, , , 5.2348, 94.6965, -0.4685, -0.4685, 115.15, 107.74, 0.8866, 53.0504, -0.4685, -0.4685, 3.8511, 4.0899, 129.97, 96.43, 0.8932, 53.0504, 7.1625, 3.8368, 123.68, 91.16
33.971, subject_placeholder, , , 8.9439, 103.0394, -0.6215, -0.4972, 120.05, 110.72, 2.2501, 111.1111, -0.6215, -0.4972, 3.1007, 2.0671, 131.28, 97.25, 2.2396, 111.1111, 7.3391, 2.7068, 125.51, 94.60
34.578, subject_placeholder, , , 5.7132, 104.2299, -0.3480, -0.6380, 114.52, 115.39, 3.1087, 93.7500, -0.3480, -0.6380, 4.8182, 2.7327, 128.26, 97.21, 3.0770, 93.6037, 6.6767, 2.3991, 120.91, 90.91
37.485, subject_placeholder, , , 8.5117, 101.4670, -0.4349, -0.3806, 117.84, 113.72, 3.2411, 119.0476, -0.4349, -0.3806, 5.2589, 2.9211, 130.21, 96.94, 3.2287, 118.8119, 6.9052, 2.9512, 124.32, 92.98
38.083, subject_placeholder, , , 8.4561, 109.3568, -0.6522, -0.4565, 116.15, 113.77, 3.0298, 94.9367, -0.6522, -0.4565, 4.8700, 2.7979, 131.82, 96.95, 3.0035, 95.0872, 6.6749, 2.3618, 122.13, 91.81
39.985, subject_placeholder, , , 6.4571, 104.5603, -0.3306, -0.5509, 114.66, 116.44, 1.1805, 90.7716, -0.3306, -0.5509, 1.0690, 0.9838, 130.96, 99.91, 1.1685, 90.9091, 2.2019, 2.1547, 133.15, 94.30
40.518, subject_placeholder, , , 3.7742, 103.1077, -0.3915, -0.6712, 111.61, 113.12, 3.3211, 94.3396, -0.3915, -0.6712, 5.7205, 3.1390, 130.89, 98.68, 3.2918, 94.3396, 3.9817, 3.1393, 130.92, 93.84
42.122, subject_placeholder, , , 8.3319, 107.7281, -0.6203, -0.3102, 114.48, 113.85, 1.7850, 112.9944, -0.6203, -0.3102, 2.0639, 1.5448, 131.08, 97.47, 1.7805, 112.9944, 7.8453, 3.1443, 131.58, 98.99
42.728, subject_placeholder, , , 5.4509, 110.8076, -0.3764, -0.6901, 112.23, 118.44, 1.0290, 55.8140, -0.3764, -0.6901, 1.5670, 1.5448, 131.08, 97.47, 0.9850, 55.7621, 7.1628, 0.0028, 131.58, 98.99
44.498, subject_placeholder, , , 5.2156, 104.4860, -0.5980, -0.7068, 114.84, 110.18, 2.5191, 107.3345, -0.5980, -0.7068, 3.4585, 2.1790, 130.77, 98.72, 2.5092, 107.1429, 7.5283, 3.4979, 131.77, 98.35
45.034, subject_placeholder, , , 3.8862, 105.1488, -0.6402, -0.7566, 112.69, 109.14, 2.6076, 93.8967, -0.6402, -0.7566, 4.2006, 2.6013, 129.55, 99.57, 2.5056, 93.8967, 5.6049, 3.1159, 131.56, 96.28
46.902, subject_placeholder, , , 7.6754, 108.4383, -0.4925, -0.7388, 118.47, 115.31, 0.7641, 90.0901, -0.4925, -0.7388, 0.7540, 0.8626, 132.43, 100.80, 0.7912, 89.9550, 1.7664, 1.8675, 133.62, 94.41
48.638, subject_placeholder, , , 8.2932, 110.7716, -0.4358, -0.6226, 117.13, 118.37, 4.1839, 114.0684, -0.4358, -0.6226, 7.5553, 3.6937, 130.06, 100.31, 4.2415, 114.0684, 6.3973, 3.7765, 131.54, 94.68
49.212, subject_placeholder, , , 5.4660, 111.6638, -0.6191, -0.8049, 113.96, 113.75, 4.1839, 114.0684, -0.6191, -0.8049, 7.5553, 3.6937, 130.06, 100.31, 4.2415, 114.0684, 6.3973, 3.7765, 131.54, 94.68
50.412, subject_placeholder, , , 8.5774, 107.9790, -0.5174, -0.5174, 117.49, 115.51, 0.4069, 57.5816, -0.5174, -0.5174, 2.3562, 3.6937, 130.06, 100.31, 0.4214, 57.6369, 3.4920, 1.0400, 131.54, 94.68
53.987, subject_placeholder, , , 5.0085, 109.3231, -0.6089, -0.6697, 112.09, 112.84, 1.7868, 54.5951, -0.6089, -0.6697, 1.9179, 1.4348, 130.27, 99.79, 1.7333, 54.6448, 3.4604, 2.3676, 127.59, 91.05
55.222, subject_placeholder, , , 5.8154, 110.7183, -0.4935, -0.5551, 111.39, 116.57, 2.5331, 109.2896, -0.4935, -0.5551, 3.5104, 2.2056, 130.70, 98.71, 2.5097, 109.2896, 7.3894, 3.3521, 132.21, 98.66
56.490, subject_placeholder, , , 8.3754, 114.9518, -0.6574, -0.5259, 114.80, 116.72, 2.7224, 94.7867, -0.6574, -0.5259, 3.9392, 2.3874, 130.09, 99.54, 2.7025, 94.7867, 7.3681, 3.1307, 130.55, 97.72
57.724, subject_placeholder, , , 5.1072, 109.9951, -0.4060, -0.4060, 108.05, 118.11, 3.5534, 104.1667, -0.4060, -0.4060, 5.8732, 3.1157, 130.68, 97.13, 3.5176, 104.1667, 6.5878, 2.4702, 121.48, 91.14
