経過時間_秒, A, HR, V2P_relTTP, P2V_relTTP, SBP, DBP
0.061, 9.2529, 107.6599, -0.6220, -0.5717, 123.83, 92.58
0.494, 9.3839, 92.7135, -0.5373, -0.4478, 118.31, 88.98
1.254, 9.4114, 86.5080, -0.6230, -0.4014, 113.78, 83.86
2.063, 9.3849, 82.5549, -0.6079, -0.3908, 112.43, 82.80
2.792, 8.3971, 78.1357, -0.5303, -0.4067, 112.68, 83.90
3.530, 9.2875, 80.1660, -0.5885, -0.4074, 112.08, 82.60
4.299, 9.2395, 80.7294, -0.6260, -0.4024, 111.55, 81.67
5.098, 9.3861, 79.3533, -0.6437, -0.3862, 110.46, 80.50
5.867, 9.5061, 77.1153, -0.5363, -0.3713, 111.44, 82.81
6.640, 9.0357, 77.5667, -0.5579, -0.4291, 111.96, 82.74
7.368, 9.2712, 77.6434, -0.5130, -0.4262, 112.73, 84.03
8.141, 9.2044, 79.9060, -0.5885, -0.4513, 112.46, 82.72
8.844, 9.2611, 78.7980, -0.5130, -0.4275, 113.20, 84.47
9.649, 9.3346, 81.8866, -0.6563, -0.4219, 111.59, 81.24
10.412, 9.4897, 78.0376, -0.5329, -0.4087, 112.25, 83.43
11.115, 9.1016, 78.3873, -0.5197, -0.4331, 113.02, 84.19
11.848, 9.3636, 81.6643, -0.6563, -0.4219, 111.49, 81.14
12.681, 9.4355, 81.7597, -0.6753, -0.3602, 110.51, 80.31
13.417, 9.2489, 76.5864, -0.5150, -0.3962, 111.98, 83.45
14.219, 8.9952, 78.9770, -0.5829, -0.8519, 116.43, 84.36
14.956, 9.4275, 76.8386, -0.5349, -0.4526, 112.23, 83.13
15.698, 9.4275, 79.1109, -0.5829, -0.4035, 111.69, 82.31
16.490, 9.3746, 79.9771, -0.6226, -0.4003, 111.25, 81.43
17.262, 9.0477, 77.8102, -0.5833, -0.4167, 111.44, 82.00
17.963, 9.0489, 77.7652, -0.5130, -0.3847, 112.43, 83.97
18.766, 5.5639, 81.4358, -0.6581, -0.5171, 113.62, 82.70
19.464, 9.3400, 77.9840, -0.4938, -0.4115, 113.06, 84.65
20.166, 9.2154, 81.7779, -0.5673, -0.4255, 113.32, 83.95
20.939, 9.3863, 83.5251, -0.6558, -0.4225, 112.23, 81.85
21.703, 9.2872, 80.5182, -0.5984, -0.3847, 111.79, 82.33
23.174, 9.3945, 79.5137, -0.6479, -0.8639, 115.39, 82.51
24.014, 9.3685, 77.1909, -0.5775, -0.8250, 115.43, 83.61
25.476, 9.4183, 74.2439, -0.5507, -0.3147, 109.49, 81.08
26.218, 9.2249, 74.8061, -0.5804, -0.4146, 110.24, 80.89
26.953, 9.3460, 77.7165, -0.5782, -0.8005, 115.38, 83.69
27.753, 9.2433, 79.6265, -0.6286, -0.4041, 111.09, 81.18
28.487, 9.2917, 77.2440, -0.5775, -0.4125, 111.20, 81.86
29.185, 9.3464, 79.4303, -0.5845, -0.3597, 111.35, 82.22
29.986, 9.2883, 82.5094, -0.7082, -0.3777, 110.40, 79.72
30.763, 9.4347, 78.5757, -0.5775, -0.3713, 111.24, 82.13
31.467, 9.4347, 77.8415, -0.5938, -0.3817, 110.76, 81.41
32.271, 9.3122, 81.4223, -0.7041, -0.3755, 110.03, 79.42
33.026, 9.2492, 77.8766, -0.6157, -0.3694, 110.29, 80.77
33.765, 9.2099, 78.6653, -0.6119, -0.3497, 110.48, 81.10
35.372, 9.1622, 79.9081, -0.5359, -0.4912, 113.89, 84.51
36.206, 9.1597, 80.8700, -0.6303, -0.4502, 112.04, 81.83
37.008, 9.3106, 76.1455, -0.5144, -0.4353, 112.21, 83.46
38.474, 9.2362, 75.4733, -0.5761, -0.2880, 109.27, 80.72
39.218, 9.3174, 73.9835, -0.4788, -0.4389, 112.08, 83.74
39.916, 9.2729, 77.1708, -0.5323, -0.4879, 112.82, 83.54
40.753, 9.2706, 81.2735, -0.6609, -0.4249, 111.32, 80.90
41.483, 9.4540, 76.2269, -0.4737, -0.4342, 112.95, 84.67
42.986, 9.4062, 79.0449, -0.6772, -0.3611, 109.44, 79.25
43.722, 9.3218, 75.2794, -0.5533, -0.3952, 110.71, 81.78
44.424, 9.1991, 78.2253, -0.5373, -0.3582, 111.82, 83.24
45.223, 9.1543, 81.7430, -0.6591, -0.4237, 111.56, 81.17
46.033, 9.5284, 78.2775, -0.5369, -0.4118, 112.29, 83.39
47.472, 9.3679, 76.0695, -0.5697, -0.3662, 110.39, 81.43
48.169, 9.3835, 76.6895, -0.5103, -0.3827, 111.93, 83.53
48.969, 9.1335, 81.1153, -0.6628, -0.4261, 111.28, 80.83
49.804, 9.4123, 77.8873, -0.6180, -0.4120, 110.64, 80.83
50.574, 9.2116, 74.7969, -0.5528, -0.3945, 110.56, 81.65
51.306, 9.5040, 76.3275, -0.5143, -0.3857, 111.70, 83.25
52.007, 8.6826, 79.0469, -0.5410, -0.4508, 113.20, 84.02
52.805, 9.1417, 82.1331, -0.6581, -0.4231, 111.73, 81.34
53.496, 9.1239, 78.5072, -0.4962, -0.4135, 113.31, 84.86
54.245, 9.3670, 82.5162, -0.6696, -0.3826, 111.16, 80.88
56.457, 3.9286, 81.2386, -0.5280, -0.3960, 115.30, 86.60
57.221, 9.2852, 81.2147, -0.5805, -0.4465, 113.04, 83.40
58.626, 9.4680, 79.8519, -0.5615, -0.3887, 112.21, 83.16
59.391, 9.2458, 80.5158, -0.6252, -0.4019, 111.47, 81.61
