経過時間_秒, A, HR, V2P_relTTP, P2V_relTTP, SBP, DBP
0.003, 9.3429, 75.5754, -0.7434, -0.3304, 114.43, 72.93
0.939, 9.1161, 75.5754, -0.5782, -0.3717, 119.62, 82.00
1.772, 9.1217, 78.5387, -0.7643, -0.3597, 113.22, 72.19
2.617, 9.2528, 75.0960, -0.6331, -0.3165, 116.90, 78.02
3.415, 9.2528, 73.0381, -0.6256, -0.3519, 118.88, 79.09
4.185, 9.1253, 74.0975, -0.6203, -0.3308, 117.65, 78.47
4.983, 9.2045, 75.9617, -0.6857, -0.3429, 115.89, 75.87
5.751, 9.0659, 75.5253, -0.6195, -0.3304, 117.04, 78.48
6.517, 9.1346, 76.8523, -0.6454, -0.3442, 116.56, 77.92
7.322, 9.0604, 77.5836, -0.6462, -0.3446, 116.10, 77.71
8.126, 9.2212, 76.0283, -0.6559, -0.3689, 117.57, 78.25
8.960, 9.2219, 75.3211, -0.6978, -0.3284, 115.34, 74.81
9.756, 9.1421, 73.5930, -0.6331, -0.3165, 117.05, 77.39
10.633, 9.1776, 74.4281, -0.7039, -0.3312, 115.41, 74.27
11.496, 9.1776, 71.3374, -0.6404, -0.3390, 118.37, 77.43
12.295, 9.1285, 70.3782, -0.6111, -0.3056, 118.26, 77.75
13.168, 9.1550, 72.7036, -0.7030, -0.3308, 115.89, 73.97
13.974, 9.2564, 70.6186, -0.6041, -0.3398, 119.84, 79.58
14.809, 9.2340, 72.5236, -0.6969, -0.3280, 116.26, 74.49
15.572, 9.2015, 72.1884, -0.5928, -0.3162, 118.75, 79.55
16.385, 9.0882, 75.2748, -0.6920, -0.3460, 115.69, 75.08
17.147, 9.0221, 74.5305, -0.5683, -0.3247, 118.45, 80.75
17.878, 9.1534, 76.5775, -0.6063, -0.3898, 119.22, 81.28
18.638, 9.0626, 79.2330, -0.6758, -0.3611, 115.31, 76.83
20.088, 8.8961, 79.0899, -0.6079, -0.3039, 114.91, 78.23
20.822, 9.0209, 79.9664, -0.6226, -0.3544, 116.21, 79.42
22.257, 8.9656, 80.8454, -0.6294, -0.3597, 115.75, 79.12
23.058, 9.0939, 81.2371, -0.7184, -0.3592, 113.55, 74.91
23.825, 9.2113, 77.9434, -0.6592, -0.3296, 115.60, 77.24
24.594, 8.9544, 78.0849, -0.6454, -0.3012, 114.27, 76.24
25.371, 9.0945, 78.0541, -0.6437, -0.3433, 116.08, 78.01
26.136, 9.0945, 77.6349, -0.6371, -0.3398, 116.28, 78.20
26.938, 9.1459, 78.0311, -0.6902, -0.3451, 115.02, 75.77
27.697, 8.9993, 76.3881, -0.6172, -0.3292, 116.60, 78.43
28.508, 9.0027, 77.6970, -0.6957, -0.3478, 114.64, 74.96
29.298, 9.1387, 75.7944, -0.6510, -0.3255, 116.15, 76.98
30.142, 9.1679, 75.8718, -0.6684, -0.3342, 116.01, 76.41
30.906, 9.0983, 73.4031, -0.5865, -0.3519, 119.39, 80.64
31.711, 9.0693, 75.8340, -0.6902, -0.3451, 115.48, 75.16
32.540, 9.2440, 75.2256, -0.6978, -0.3284, 115.44, 74.88
33.314, 9.0815, 73.7735, -0.5971, -0.3185, 117.86, 79.16
34.145, 9.0612, 75.5525, -0.6813, -0.3406, 115.64, 75.44
34.947, 9.2028, 73.8393, -0.6354, -0.3574, 118.39, 78.65
35.792, 9.1514, 74.3690, -0.7004, -0.3708, 116.71, 75.42
36.591, 9.2018, 72.6486, -0.6249, -0.3124, 117.61, 77.81
37.388, 9.1148, 73.8510, -0.6608, -0.3304, 116.57, 76.22
38.226, 9.2036, 74.5135, -0.6617, -0.3308, 116.61, 76.62
38.968, 9.1325, 73.0717, -0.5520, -0.3548, 120.63, 82.65
39.698, 9.0929, 76.7699, -0.6226, -0.3558, 117.45, 79.28
40.430, 9.0344, 79.3884, -0.6329, -0.3616, 116.38, 79.04
41.206, 9.1761, 80.6572, -0.6762, -0.3607, 115.17, 77.42
42.014, 9.1145, 78.9531, -0.6791, -0.3402, 114.79, 76.24
42.763, 9.1064, 76.5333, -0.6126, -0.3267, 116.92, 79.04
43.573, 9.1064, 78.2793, -0.6609, -0.3525, 115.87, 77.42
44.374, 9.1727, 76.1187, -0.6519, -0.3259, 116.13, 77.12
45.177, 9.0745, 75.5076, -0.6592, -0.3283, 115.91, 76.33
45.976, 9.0903, 75.1117, -0.6575, -0.3275, 116.10, 76.40
46.783, 9.0819, 75.1028, -0.7021, -0.3304, 114.95, 74.07
47.579, 9.2201, 74.7242, -0.6543, -0.2862, 115.37, 75.89
48.348, 9.0811, 75.0022, -0.5797, -0.3312, 118.37, 80.61
49.887, 9.1451, 76.5318, -0.6445, -0.3438, 116.70, 77.95
51.361, 9.0160, 77.1214, -0.5557, -0.3420, 118.52, 82.23
52.092, 9.1433, 77.6200, -0.6003, -0.3867, 118.94, 81.63
52.859, 9.1314, 79.7344, -0.6762, -0.3607, 115.33, 77.12
53.630, 9.2106, 79.0254, -0.6449, -0.3446, 116.13, 78.56
54.427, 9.1310, 78.4186, -0.6848, -0.3424, 114.92, 75.98
55.233, 9.2030, 76.8185, -0.6625, -0.3312, 115.88, 76.91
56.003, 9.2602, 75.6114, -0.6551, -0.3275, 116.51, 77.25
56.836, 9.1099, 76.7493, -0.7273, -0.3000, 112.85, 72.24
57.676, 9.1814, 74.3142, -0.6735, -0.3169, 115.84, 75.50
58.475, 9.2284, 72.8428, -0.5893, -0.3143, 118.66, 79.89
59.279, 9.2284, 73.9512, -0.6195, -0.3717, 119.32, 80.00
