経過時間_秒, subject_id, ref_SBP, ref_DBP, M1_A, M1_HR, M1_V2P_relTTP, M1_P2V_relTTP, M1_SBP, M1_DBP, M2_A, M2_HR, M2_V2P_relTTP, M2_P2V_relTTP, M2_Stiffness, M2_E, M2_SBP, M2_DBP, M3_A, M3_HR, M3_Mean, M3_Phi, M3_SBP, M3_DBP
10.868, subject_placeholder, , , 5.6409, 95.3141, -0.5556, -0.5556, 117.08, 106.23, 2.6919, 99.5025, -0.5556, -0.5556, 3.5557, 2.1672, 130.09, 100.07, 2.7544, 99.6678, 3.5784, 1.5646, 117.28, 85.50
11.531, subject_placeholder, , , 6.5017, 90.0564, -0.3755, -0.5164, 119.94, 107.14, 2.5094, 75.0939, -0.3755, -0.5164, 3.4331, 2.1672, 130.09, 100.07, 2.4875, 75.0939, 3.2387, 2.5771, 117.28, 85.50
12.171, subject_placeholder, , , 6.1668, 90.2087, -0.3976, -0.5964, 120.34, 106.44, 2.9283, 85.3485, -0.3976, -0.5964, 4.5022, 2.6310, 130.54, 98.49, 2.9063, 85.4701, 3.4746, 2.8951, 127.74, 91.24
12.768, subject_placeholder, , , 7.6709, 92.0158, -0.4648, -0.5681, 122.40, 106.74, 2.9052, 89.8204, -0.4648, -0.5681, 4.4564, 2.6145, 130.17, 99.11, 2.8503, 89.6861, 3.6763, 3.3354, 132.10, 94.06
13.434, subject_placeholder, , , 9.4546, 96.0721, -0.6633, -0.4975, 123.83, 105.96, 3.6314, 94.4882, -0.6633, -0.4975, 6.3822, 3.3491, 129.56, 98.90, 3.6342, 94.4882, 4.4930, 3.2729, 128.27, 92.45
14.109, subject_placeholder, , , 3.2297, 92.9130, -0.5937, -0.5427, 113.08, 103.31, 4.6712, 100.1669, -0.5937, -0.5427, 9.0288, 4.1775, 127.91, 98.41, 4.7033, 100.1669, 5.2460, 2.8426, 118.32, 86.87
15.484, subject_placeholder, , , 8.0134, 90.9252, -0.3917, -0.5386, 122.96, 107.76, 2.5286, 90.2256, -0.3917, -0.5386, 3.7741, 2.3734, 129.98, 97.97, 2.5262, 90.3614, 3.5036, 2.4826, 125.54, 90.18
16.186, subject_placeholder, , , 7.5148, 92.2451, -0.4633, -0.5663, 121.97, 106.86, 3.5417, 81.9672, -0.4633, -0.5663, 6.1434, 3.2644, 129.91, 98.76, 3.4885, 81.9672, 4.3634, 2.8758, 124.45, 90.04
19.352, subject_placeholder, , , 7.3931, 88.9257, -0.3777, -0.4721, 121.56, 106.86, 2.5782, 112.1495, -0.3777, -0.4721, 3.4230, 2.1318, 129.92, 97.83, 2.6258, 112.1495, 5.0545, 1.5601, 113.76, 84.82
20.051, subject_placeholder, , , 9.2567, 94.0645, -0.6040, -0.5491, 124.79, 105.74, 3.1443, 78.1250, -0.6040, -0.5491, 3.7802, 2.1318, 129.92, 97.83, 3.0774, 78.0234, 4.5612, 2.5203, 113.76, 84.82
20.721, subject_placeholder, , , 9.3202, 89.6955, -0.5186, -0.4714, 125.38, 105.14, 4.5060, 97.8793, -0.5186, -0.4714, 8.3255, 3.9220, 127.98, 98.91, 4.5499, 98.0392, 4.9763, 2.9936, 119.91, 87.48
21.426, subject_placeholder, , , 9.2109, 89.6908, -0.4933, -0.4439, 124.74, 105.69, 4.5468, 86.9565, -0.4933, -0.4439, 8.2381, 3.8634, 128.76, 98.33, 4.5375, 86.9565, 5.7120, 2.5895, 115.09, 85.44
24.135, subject_placeholder, , , 8.8941, 87.3385, -0.4213, -0.5149, 125.83, 105.43, 4.3019, 90.2256, -0.4213, -0.5149, 7.4641, 3.5987, 128.47, 98.21, 4.2626, 90.2256, 6.4730, 2.5318, 113.78, 85.51
24.826, subject_placeholder, , , 9.3412, 92.3089, -0.5922, -0.4845, 124.74, 105.17, 4.2874, 74.3494, -0.5922, -0.4845, 7.6206, 3.6804, 129.36, 98.69, 4.3230, 74.3494, 4.8151, 2.3945, 116.21, 85.35
26.769, subject_placeholder, , , 8.6537, 89.4194, -0.4769, -0.4292, 123.50, 105.72, 3.7322, 77.9221, -0.4769, -0.4292, 6.2298, 3.2247, 129.59, 99.14, 3.7013, 78.0234, 4.9424, 2.6796, 120.23, 88.00
27.409, subject_placeholder, , , 4.8440, 94.0442, -0.5455, -0.4364, 114.33, 105.79, 4.3522, 105.6338, -0.5455, -0.4364, 8.2906, 3.9740, 129.42, 97.91, 4.3136, 105.6338, 5.1926, 3.2045, 123.46, 90.01
28.106, subject_placeholder, , , 9.1504, 93.9704, -0.5681, -0.4648, 123.40, 106.62, 2.3520, 99.8336, -0.5681, -0.4648, 3.2851, 2.1420, 130.77, 97.46, 2.3470, 99.8336, 3.5201, 2.6008, 128.03, 91.82
28.771, subject_placeholder, , , 9.1034, 89.8541, -0.5208, -0.4735, 124.91, 105.11, 4.6946, 94.9367, -0.5208, -0.4735, 9.5217, 4.3946, 128.23, 98.29, 4.7100, 94.7867, 5.1086, 2.8650, 117.96, 86.42
30.709, subject_placeholder, , , 6.5408, 90.0394, -0.6451, -0.4962, 120.27, 101.83, 3.2157, 112.5704, -0.6451, -0.4962, 4.7621, 2.6556, 129.92, 96.86, 3.2334, 112.5704, 4.3682, 2.4256, 120.75, 87.94
31.350, subject_placeholder, , , 8.4191, 92.9962, -0.6346, -0.4231, 121.87, 104.61, 4.4225, 78.0234, -0.6346, -0.4231, 5.5846, 2.6556, 129.92, 96.86, 4.4127, 78.0234, 5.5032, 2.5717, 120.75, 87.94
32.018, subject_placeholder, , , 7.4191, 93.2265, -0.6168, -0.3598, 118.89, 104.96, 3.8025, 94.9367, -0.6168, -0.3598, 6.7434, 3.4582, 129.15, 97.60, 3.8085, 94.9367, 6.6976, 2.4555, 115.90, 87.36
32.720, subject_placeholder, , , 8.8850, 91.5616, -0.4453, -0.3958, 122.62, 107.78, 3.3550, 94.6372, -0.4453, -0.3958, 5.3984, 2.9472, 129.88, 97.00, 3.3528, 94.6372, 7.1670, 2.0618, 112.85, 86.22
33.352, subject_placeholder, , , 9.1246, 88.4110, -0.5171, -0.5641, 126.74, 104.07, 3.1741, 88.8889, -0.5171, -0.5641, 5.2139, 2.9265, 130.43, 97.49, 3.1385, 88.8889, 7.0002, 2.3906, 116.14, 87.95
34.054, subject_placeholder, , , 9.1867, 91.5577, -0.6266, -0.4177, 123.87, 104.19, 4.4120, 85.8369, -0.6266, -0.4177, 7.7744, 3.7013, 128.57, 99.06, 4.3780, 85.8369, 6.2879, 2.9252, 118.29, 88.02
34.786, subject_placeholder, , , 6.2232, 88.4092, -0.5171, -0.5171, 120.30, 103.26, 4.3575, 92.8793, -0.5171, -0.5171, 7.8482, 3.7597, 128.57, 97.76, 4.3429, 92.7357, 6.0744, 2.4051, 113.23, 84.78
36.104, subject_placeholder, , , 9.1109, 85.0664, -0.4959, -0.4057, 125.80, 103.00, 3.3854, 81.6327, -0.4959, -0.4057, 5.6410, 3.0658, 129.81, 98.48, 3.3580, 81.6327, 4.4562, 2.8039, 122.35, 88.75
38.063, subject_placeholder, , , 8.4117, 84.4279, -0.5070, -0.4609, 125.42, 102.01, 3.6630, 106.3830, -0.5070, -0.4609, 5.6612, 2.9580, 129.62, 97.32, 3.6691, 106.3830, 4.8592, 2.5124, 117.71, 86.31
38.730, subject_placeholder, , , 8.4117, 86.9776, -0.5426, -0.4439, 124.28, 102.85, 4.6156, 81.6327, -0.5426, -0.4439, 6.3549, 2.9580, 129.62, 97.32, 4.6063, 81.6327, 5.5952, 2.7076, 117.71, 86.31
39.936, subject_placeholder, , , 9.2217, 88.5065, -0.5450, -0.3468, 123.99, 104.25, 3.7734, 89.8204, -0.5450, -0.3468, 6.2759, 3.2308, 129.57, 97.99, 3.7587, 89.6861, 6.6511, 2.4065, 114.54, 86.39
40.637, subject_placeholder, , , 9.1127, 91.0528, -0.5156, -0.5672, 125.74, 105.64, 3.9610, 105.0788, -0.5156, -0.5672, 7.0534, 3.5440, 129.71, 97.11, 3.9386, 105.0788, 6.5582, 2.5163, 115.65, 86.94
41.273, subject_placeholder, , , 9.1484, 88.2380, -0.5178, -0.3766, 124.30, 104.53, 4.6235, 81.1908, -0.5178, -0.3766, 8.9720, 4.1726, 128.05, 99.21, 4.6083, 81.1908, 6.1593, 2.7685, 115.37, 85.99
41.905, subject_placeholder, , , 7.6235, 91.1869, -0.6226, -0.5189, 122.26, 103.24, 4.1795, 100.3344, -0.6226, -0.5189, 7.2824, 3.5622, 129.60, 97.42, 4.1608, 100.3344, 6.3211, 2.4509, 114.63, 86.01
42.612, subject_placeholder, , , 5.8441, 93.0240, -0.5744, -0.3655, 115.82, 105.15, 3.6386, 94.0439, -0.5744, -0.3655, 5.6236, 2.9481, 129.06, 98.37, 3.6520, 94.0439, 5.5568, 2.1372, 115.37, 85.94
43.341, subject_placeholder, , , 9.0638, 88.7577, -0.4668, -0.4668, 125.06, 105.55, 2.9988, 94.6372, -0.4668, -0.4668, 4.4329, 2.5598, 130.23, 97.06, 3.0112, 94.6372, 4.2390, 2.0424, 117.98, 86.26
44.440, subject_placeholder, , , 6.5737, 85.4094, -0.5432, -0.3169, 119.48, 101.69, 3.1236, 81.8554, -0.5432, -0.3169, 4.6344, 2.6222, 130.14, 98.85, 3.0746, 81.8554, 4.8584, 2.6440, 121.40, 88.74
45.119, subject_placeholder, , , 8.8169, 92.3433, -0.6080, -0.3317, 121.63, 105.16, 4.6334, 119.7605, -0.6080, -0.3317, 5.6444, 2.6222, 130.14, 98.85, 4.6532, 119.7605, 5.2577, 3.0733, 121.40, 88.74
45.746, subject_placeholder, , , 6.7161, 90.3105, -0.5346, -0.4374, 119.50, 104.42, 2.9794, 99.8336, -0.5346, -0.4374, 4.8114, 2.7875, 130.22, 96.72, 2.9569, 99.8336, 6.7976, 2.2461, 116.31, 87.98
46.421, subject_placeholder, , , 7.7920, 92.9242, -0.5789, -0.4211, 120.51, 105.48, 4.4270, 89.5522, -0.5789, -0.4211, 8.6323, 4.1027, 128.95, 97.96, 4.4185, 89.5522, 6.0190, 2.6508, 116.40, 86.67
48.221, subject_placeholder, , , 7.6562, 90.8618, -0.5378, -0.4889, 121.88, 104.84, 3.0901, 113.8520, -0.5378, -0.4889, 5.1498, 2.9296, 130.88, 96.52, 3.0622, 113.8520, 6.9631, 2.6778, 119.72, 90.10
48.820, subject_placeholder, , , 9.2000, 95.2121, -0.6050, -0.3850, 122.01, 106.87, 4.3798, 89.9550, -0.6050, -0.3850, 8.0536, 3.8483, 128.97, 98.33, 4.3546, 89.9550, 6.2732, 2.7521, 117.73, 87.80
49.491, subject_placeholder, , , 5.9023, 97.6267, -0.6060, -0.6060, 117.49, 106.52, 3.3337, 99.1736, -0.6060, -0.6060, 5.7571, 3.1531, 130.06, 97.12, 3.3045, 99.1736, 6.9010, 2.5198, 119.15, 89.81
50.729, subject_placeholder, , , 8.1136, 93.3427, -0.5410, -0.3934, 120.55, 106.67, 2.8149, 89.8204, -0.5410, -0.3934, 4.0451, 2.4110, 130.88, 97.71, 2.7860, 89.9550, 4.1136, 2.4456, 123.85, 89.78
51.327, subject_placeholder, , , 8.1978, 91.2691, -0.5893, -0.4420, 122.26, 104.37, 4.1415, 105.0788, -0.5893, -0.4420, 7.4433, 3.6575, 129.38, 97.54, 4.1551, 105.0788, 4.8418, 2.7633, 119.91, 87.57
51.992, subject_placeholder, , , 9.1471, 95.5113, -0.6060, -0.4407, 122.55, 106.84, 4.3939, 90.9091, -0.6060, -0.4407, 7.9059, 3.7716, 128.99, 97.88, 4.4004, 90.7716, 5.8388, 2.3931, 115.06, 85.80
53.872, subject_placeholder, , , 5.0305, 92.7932, -0.4466, -0.4962, 115.81, 106.91, 4.6294, 106.3830, -0.4466, -0.4962, 8.2655, 3.8416, 128.89, 98.05, 4.6334, 106.3830, 6.0632, 2.8525, 117.33, 87.16
54.437, subject_placeholder, , , 4.4883, 95.5719, -0.5944, -0.4877, 113.83, 105.44, 2.4521, 85.2273, -0.5944, -0.4877, 3.4590, 2.2089, 130.97, 98.05, 2.4204, 85.2273, 7.5895, 2.6088, 121.67, 92.31
55.105, subject_placeholder, , , 4.4883, 100.6037, -0.6407, -0.3504, 110.12, 107.88, 2.6169, 98.6842, -0.6407, -0.3504, 3.9408, 2.4361, 130.42, 97.79, 2.6129, 98.6842, 7.6941, 2.9985, 125.59, 94.76
55.738, subject_placeholder, , , 4.5381, 94.8317, -0.4439, -0.5426, 114.67, 107.86, 1.8500, 106.1947, -0.4439, -0.5426, 2.4426, 1.7958, 131.12, 96.53, 1.7834, 106.1947, 7.7446, 2.4301, 122.00, 92.92
56.339, subject_placeholder, , , 8.9255, 94.8842, -0.4699, -0.5222, 123.19, 108.87, 4.5371, 90.7716, -0.4699, -0.5222, 8.4129, 3.9496, 129.02, 98.91, 4.5252, 90.7716, 5.9351, 2.9706, 119.54, 88.43
56.906, subject_placeholder, , , 6.9302, 97.2172, -0.6030, -0.4934, 118.17, 107.02, 2.3073, 93.1677, -0.6030, -0.4934, 3.0553, 2.0114, 130.98, 98.18, 2.2892, 93.1677, 7.7881, 2.9409, 125.28, 94.72
58.211, subject_placeholder, , , 9.0111, 101.3364, -0.4656, -0.6402, 122.48, 112.42, 2.6952, 96.6184, -0.4656, -0.6402, 4.1878, 2.5509, 131.09, 97.72, 2.6195, 96.7742, 6.6577, 2.6133, 123.90, 92.74
58.810, subject_placeholder, , , 9.2017, 100.5794, -0.5491, -0.5491, 122.08, 110.64, 4.4314, 94.4882, -0.5491, -0.5491, 7.9808, 3.7912, 128.90, 99.59, 4.4058, 94.4882, 5.5975, 3.0816, 122.97, 90.30
