経過時間_秒, subject_id, ref_SBP, ref_DBP, M1_A, M1_HR, M1_V2P_relTTP, M1_P2V_relTTP, M1_SBP, M1_DBP, M2_A, M2_HR, M2_V2P_relTTP, M2_P2V_relTTP, M2_Stiffness, M2_E, M2_SBP, M2_DBP, M3_A, M3_HR, M3_Mean, M3_Phi, M3_SBP, M3_DBP
0.019, subject_placeholder, , , 8.4338, 89.5790, -0.5442, -0.4948, 124.02, 104.20, 4.6763, 89.8204, -1.0405, -0.4955, 9.5312, 4.4076, 128.20, 98.56, 4.6848, 89.8204, 5.6505, 3.0107, 118.51, 87.30
0.504, subject_placeholder, , , 9.3528, 89.8338, -0.4955, -0.5435, 126.32, 105.47, 4.6763, 89.8204, -0.4955, -0.5435, 9.5312, 4.4076, 128.20, 98.56, 4.6848, 89.8204, 5.6505, 3.0107, 118.51, 87.30
1.171, subject_placeholder, , , 9.0338, 87.5337, -0.3755, -0.5633, 126.61, 106.35, 3.2995, 81.0811, -0.3755, -0.5633, 5.1478, 2.8340, 129.45, 98.73, 3.2642, 80.9717, 7.3044, 2.5660, 116.56, 88.42
3.646, subject_placeholder, , , 8.1554, 88.7935, -0.4459, -0.4955, 123.58, 105.60, 3.1040, 105.0788, -0.4459, -0.4955, 4.6242, 2.6247, 130.15, 96.90, 3.1095, 105.0788, 4.5379, 2.2416, 118.95, 87.09
4.916, subject_placeholder, , , 8.9009, 94.3600, -0.6091, -0.4430, 122.53, 106.02, 4.1686, 99.8336, -0.6091, -0.4430, 7.3932, 3.6211, 129.27, 98.41, 4.1804, 99.6678, 5.2208, 2.7917, 120.23, 88.23
5.619, subject_placeholder, , , 9.0687, 89.8296, -0.4714, -0.4714, 124.73, 106.07, 4.3611, 106.1947, -0.4714, -0.4714, 7.8448, 3.7565, 128.61, 97.97, 4.3606, 106.3830, 5.5107, 2.7173, 117.28, 86.59
6.857, subject_placeholder, , , 7.4106, 87.4679, -0.4688, -0.2813, 119.73, 104.77, 4.0182, 87.3362, -0.4688, -0.2813, 7.0563, 3.5201, 129.07, 98.68, 3.9860, 87.3362, 6.7313, 2.8431, 117.28, 87.93
7.557, subject_placeholder, , , 9.1928, 86.4575, -0.4231, -0.4231, 125.52, 105.25, 3.3738, 109.4891, -0.4231, -0.4231, 5.6748, 3.0895, 130.59, 96.58, 3.3637, 109.2896, 7.0339, 2.5397, 116.12, 87.81
8.190, subject_placeholder, , , 5.4250, 86.0843, -0.4700, -0.5657, 120.16, 102.42, 3.7120, 87.2093, -0.4700, -0.5657, 6.3986, 3.3211, 129.87, 97.90, 3.6734, 87.3362, 6.7866, 2.4578, 114.51, 86.47
9.358, subject_placeholder, , , 9.4521, 90.2261, -0.6256, -0.2607, 122.78, 103.99, 2.4336, 96.0000, -0.6256, -0.2607, 3.2912, 2.1098, 130.01, 97.75, 2.4237, 96.0000, 7.6730, 2.6312, 120.40, 91.48
