経過時間_秒, A, HR, V2P_relTTP, P2V_relTTP, SBP, DBP
0.017, 9.3337, 76.1022, -0.6875, -0.3867, 117.57, 77.48
0.852, 9.4265, 74.2384, -0.6377, -0.3587, 118.90, 79.47
1.653, 9.2072, 71.3773, -0.5670, -0.3780, 121.70, 82.52
2.528, 9.4270, 73.0993, -0.7004, -0.3708, 117.91, 76.29
3.390, 9.3492, 70.7213, -0.6781, -0.3390, 118.02, 75.98
4.228, 9.3830, 70.2000, -0.6132, -0.3066, 119.03, 78.61
5.097, 9.2714, 70.8508, -0.6293, -0.3528, 119.54, 78.68
5.895, 9.4271, 69.9770, -0.6083, -0.3802, 121.72, 81.02
6.747, 9.4893, 72.4452, -0.6608, -0.3304, 118.10, 77.45
7.501, 9.4893, 71.4621, -0.6204, -0.3490, 120.11, 79.97
8.304, 9.3347, 75.3009, -0.7003, -0.4377, 119.09, 78.08
9.175, 9.0837, 75.0092, -0.6986, -0.3288, 115.02, 74.20
9.975, 9.3943, 71.8175, -0.6062, -0.3410, 119.85, 80.20
11.760, 9.3935, 73.3743, -0.6600, -0.4538, 121.49, 80.62
12.609, 9.2978, 72.1273, -0.6631, -0.3511, 118.23, 77.11
14.418, 9.4465, 71.3919, -0.6608, -0.3887, 120.16, 78.72
15.254, 9.4465, 70.1988, -0.6456, -0.3406, 119.42, 78.06
16.090, 9.3393, 71.0179, -0.6719, -0.3557, 118.61, 76.77
16.992, 9.2296, 71.3921, -0.7105, -0.3158, 115.83, 73.26
17.791, 9.2883, 68.8299, -0.5847, -0.3289, 120.68, 80.19
18.626, 9.2995, 71.8256, -0.7021, -0.3304, 116.60, 74.43
19.500, 9.3373, 71.8840, -0.7122, -0.3165, 115.97, 73.67
20.366, 9.3584, 70.2297, -0.6419, -0.8684, 136.08, 92.30
21.202, 9.4393, 69.7537, -0.6478, -0.3430, 119.55, 77.91
22.105, 9.3197, 70.7476, -0.6711, -0.3158, 117.38, 75.61
22.942, 9.4456, 68.5289, -0.6213, -0.3643, 121.36, 79.76
23.770, 9.3213, 70.0713, -0.6703, -0.3931, 120.08, 77.67
24.646, 9.3899, 71.2052, -0.6767, -0.3185, 117.37, 75.72
25.476, 9.2755, 69.8635, -0.6411, -0.3394, 119.10, 77.56
27.085, 9.1817, 71.0136, -0.6354, -0.3177, 117.94, 77.08
27.885, 9.3481, 71.0097, -0.5467, -0.3515, 121.94, 83.36
30.092, 9.1433, 72.9947, -0.6608, -0.3304, 116.92, 76.21
30.961, 9.2657, 72.2466, -0.7080, -0.8653, 133.27, 88.62
31.857, 9.3721, 70.6095, -0.6835, -0.8354, 133.81, 89.28
32.695, 9.2939, 68.7780, -0.5899, -0.3318, 120.66, 80.00
33.596, 9.2418, 70.1192, -0.6687, -0.3540, 118.63, 76.40
34.470, 9.4867, 68.3104, -0.6593, -0.3663, 120.56, 77.91
35.295, 9.4430, 68.5188, -0.6426, -0.3024, 118.79, 76.92
36.201, 9.3155, 70.5604, -0.7200, -0.3200, 116.22, 73.08
37.037, 9.2903, 68.3241, -0.6192, -0.3278, 119.86, 78.25
37.872, 9.1551, 70.0048, -0.6316, -0.8684, 135.84, 92.04
38.708, 9.1791, 70.9185, -0.6323, -0.3557, 119.26, 78.26
39.578, 9.1791, 71.2995, -0.6308, -0.3548, 119.15, 78.37
41.279, 9.4056, 70.1541, -0.6076, -0.3418, 120.39, 79.95
42.155, 9.4133, 71.0791, -0.6735, -0.3565, 118.79, 77.00
42.980, 9.4101, 69.8027, -0.6034, -0.3394, 120.55, 80.08
43.818, 9.4208, 71.2350, -0.6400, -0.3600, 119.79, 78.93
44.657, 9.3317, 71.4166, -0.6695, -0.3544, 118.49, 76.89
45.524, 9.2526, 71.4651, -0.6687, -0.3135, 116.95, 75.53
46.325, 9.1630, 70.3165, -0.6078, -0.3426, 119.65, 79.06
47.224, 9.3638, 72.5389, -0.7004, -0.3296, 116.59, 74.85
48.063, 9.4773, 69.5192, -0.5873, -0.2937, 119.82, 79.91
49.665, 9.3662, 70.5023, -0.6293, -0.3147, 118.71, 77.95
50.504, 9.3647, 71.2997, -0.5950, -0.3570, 120.75, 81.05
51.341, 9.4200, 71.4066, -0.6293, -0.3933, 121.09, 80.43
52.172, 9.3276, 71.5453, -0.6308, -0.3548, 119.51, 78.97
53.041, 9.4817, 71.8722, -0.6342, -0.3574, 119.85, 79.49
53.914, 9.3920, 70.4302, -0.6456, -0.3797, 120.43, 78.95
54.742, 9.3425, 69.5286, -0.6041, -0.8295, 136.05, 93.09
55.620, 9.3425, 70.9659, -0.6377, -0.3587, 119.67, 78.68
56.480, 9.5675, 69.6671, -0.6397, -0.3387, 120.03, 78.70
57.282, 9.3385, 69.7172, -0.6523, -0.3453, 119.21, 77.34
58.149, 9.2482, 72.1319, -0.7397, -0.2877, 113.96, 71.11
59.022, 9.4374, 70.6793, -0.6478, -0.3048, 118.04, 77.00
