経過時間_秒, A, HR, Mean, Phi, SBP, DBP
0.017, 4.7736, 74.4417, 5.4788, 2.0214, 121.55, 82.61
0.852, 3.9010, 78.1250, 6.6556, 1.8993, 112.45, 74.49
1.653, 4.8491, 69.4444, 5.2087, 2.2082, 125.48, 86.14
2.528, 4.8186, 71.5137, 5.8633, 2.0399, 122.79, 83.04
3.390, 4.5586, 75.2823, 6.1163, 1.8635, 118.83, 78.46
4.228, 4.8435, 68.8073, 5.2926, 2.0291, 123.57, 83.26
5.097, 4.8285, 69.2042, 5.3213, 1.8888, 121.63, 80.95
5.895, 4.7062, 71.5137, 5.5730, 1.9100, 120.93, 80.38
6.747, 4.9094, 69.2042, 5.7143, 2.1207, 124.73, 84.96
7.501, 4.6452, 74.6269, 6.2125, 1.7720, 118.37, 77.56
8.304, 4.5853, 71.8563, 4.9359, 2.0127, 119.95, 81.45
9.175, 4.0176, 78.0234, 6.1333, 2.1512, 116.36, 79.42
9.975, 4.3171, 75.0000, 4.9285, 1.7494, 115.15, 75.56
11.760, 4.6101, 74.7198, 5.8743, 1.7580, 117.51, 77.24
12.609, 4.8621, 64.1026, 5.5077, 2.1289, 124.48, 84.86
14.418, 4.5519, 69.1244, 5.9627, 1.8312, 118.26, 77.97
15.254, 4.9071, 64.1026, 5.3588, 2.1308, 125.34, 85.25
16.090, 4.7591, 69.3642, 5.8213, 1.9374, 121.49, 81.06
16.992, 4.7986, 72.0288, 5.3233, 2.0037, 122.60, 82.55
17.791, 4.6856, 71.5990, 5.6123, 1.7897, 119.57, 78.34
18.626, 4.5997, 66.5188, 5.3957, 1.8601, 118.99, 78.96
19.500, 4.3981, 74.1656, 5.6010, 1.8137, 116.57, 76.83
20.366, 4.6047, 72.5514, 5.0165, 1.9843, 120.88, 81.09
21.202, 4.6013, 69.2042, 4.6886, 1.8987, 119.97, 79.86
22.105, 4.7910, 68.4932, 4.9032, 2.0708, 123.50, 83.72
22.942, 4.6697, 72.4638, 5.3128, 1.8229, 119.91, 78.87
23.770, 4.8232, 66.2252, 5.0375, 2.1395, 124.73, 84.96
24.646, 4.5249, 71.7703, 5.6221, 1.8312, 118.08, 77.93
25.476, 4.6601, 71.9424, 5.2556, 1.9569, 121.12, 80.94
27.085, 4.6269, 72.6392, 5.7527, 1.8544, 119.31, 78.91
27.885, 4.2649, 77.7202, 5.8030, 1.8431, 115.88, 76.34
30.092, 4.1410, 85.3485, 6.0993, 1.8848, 114.78, 76.06
30.961, 4.0700, 90.3614, 5.8160, 2.0582, 116.37, 78.43
31.857, 4.4645, 71.5137, 5.5454, 2.1319, 121.21, 82.28
32.695, 4.6141, 69.6864, 5.3179, 1.9169, 120.45, 79.98
33.596, 4.8692, 66.4452, 4.6806, 2.0339, 123.93, 83.74
34.470, 4.5982, 71.3436, 5.8454, 1.9451, 120.69, 80.11
35.295, 4.4448, 66.2983, 6.2994, 1.9029, 118.71, 78.26
36.201, 4.8357, 69.2042, 5.3748, 1.8134, 120.87, 79.79
37.037, 4.5980, 72.2022, 5.3692, 1.8135, 119.18, 78.23
37.872, 4.5712, 66.3717, 4.3585, 2.0580, 121.55, 82.29
38.708, 4.5905, 71.6846, 4.7621, 2.0420, 121.31, 82.01
39.578, 4.2980, 72.2022, 5.1441, 2.0250, 118.32, 79.67
41.279, 4.4361, 69.2841, 5.0543, 2.0157, 119.72, 80.47
42.155, 4.7322, 68.4932, 4.9380, 2.0536, 122.68, 83.05
42.980, 4.8154, 72.2022, 5.5165, 1.9872, 122.88, 82.33
43.818, 4.7737, 69.0449, 5.3569, 1.9128, 121.33, 80.95
44.657, 4.8470, 72.3764, 5.0200, 2.0227, 123.29, 83.29
45.524, 4.5791, 71.5137, 5.7543, 1.9394, 119.78, 79.93
46.325, 4.5717, 71.8563, 5.0252, 2.0092, 120.85, 81.27
47.224, 4.4666, 69.0449, 4.8516, 2.0663, 120.11, 81.54
48.063, 4.5668, 74.6269, 5.1211, 2.0754, 121.75, 82.24
49.665, 4.6467, 71.8563, 5.7716, 2.0064, 121.40, 81.42
50.504, 4.4266, 78.2269, 5.6901, 2.0115, 119.28, 80.09
51.341, 4.5134, 70.7547, 6.0093, 1.9138, 118.87, 79.00
52.172, 4.5138, 72.6392, 6.0675, 1.9790, 119.61, 80.00
53.041, 4.7911, 71.9424, 5.2969, 1.9781, 122.13, 82.11
53.914, 4.5473, 71.8563, 5.8478, 1.9315, 119.61, 79.56
54.742, 4.8381, 68.8073, 5.3935, 2.1000, 124.49, 84.30
55.620, 4.6404, 69.1244, 5.5526, 1.8791, 119.76, 79.47
56.480, 4.4632, 72.0288, 5.2290, 1.9664, 119.48, 79.80
57.282, 4.7016, 69.2042, 4.7370, 2.1120, 123.41, 83.85
58.149, 4.9436, 68.8863, 4.8974, 2.0279, 124.09, 84.05
59.022, 4.3692, 75.0000, 5.8425, 1.5588, 113.54, 72.55
