経過時間_秒, subject_id, ref_SBP, ref_DBP, M1_A, M1_HR, M1_V2P_relTTP, M1_P2V_relTTP, M1_SBP, M1_DBP, M2_A, M2_HR, M2_V2P_relTTP, M2_P2V_relTTP, M2_Stiffness, M2_E, M2_SBP, M2_DBP, M3_A, M3_HR, M3_Mean, M3_Phi, M3_SBP, M3_DBP
0.057, subject_placeholder, , , 9.3640, 103.6253, -0.8079, -0.6836, 123.56, 106.91, 3.8376, 66.6667, -0.8079, -0.8701, 5.2014, 2.6552, 128.05, 99.42, 3.8168, 66.5927, 7.3519, 1.7155, 110.66, 85.30
2.131, subject_placeholder, , , 0.8940, 103.6253, -0.2486, -0.8701, 108.08, 114.73, 4.6588, 74.8130, -0.2486, -0.8701, 8.7440, 4.0511, 127.30, 97.95, 4.7044, 74.7198, 5.1236, 1.9152, 112.73, 83.83
8.409, subject_placeholder, , , 1.1780, 107.2377, -0.6722, -0.4278, 102.06, 109.82, 4.5490, 59.8205, -0.6722, -0.4278, 8.7632, 4.1087, 125.76, 97.52, 4.5301, 59.8205, 5.9747, 1.4999, 115.01, 85.62
16.191, subject_placeholder, , , 1.1248, 98.3200, -0.5991, -0.4992, 106.21, 105.81, 3.7478, 53.1444, -0.5991, -0.4992, 6.3637, 3.2872, 127.23, 100.10, 3.7387, 53.1915, 3.0770, 5.8463, 154.19, 106.08
17.835, subject_placeholder, , , 8.8739, 93.9517, -0.8906, -0.3958, 122.54, 100.29, 3.1850, 89.8204, -0.8906, -0.3958, 5.8664, 3.2872, 127.23, 100.10, 3.1890, 89.9550, 2.7277, 2.8820, 154.19, 106.08
22.841, subject_placeholder, , , 7.1112, 89.5104, -0.4231, -0.7991, 125.30, 105.22, 4.3130, 64.1711, -0.4231, -0.7991, 7.9324, 3.8195, 128.00, 99.88, 4.3717, 64.2398, 4.9175, 5.4872, 143.38, 101.13
34.305, subject_placeholder, , , 9.1106, 94.2423, -0.7662, -0.5473, 124.72, 102.57, 0.3704, 98.6842, -0.7662, -0.5473, 1.9967, 3.2809, 128.63, 96.53, 0.3894, 98.6842, 0.9393, 5.0382, 103.27, 76.71
36.677, subject_placeholder, , , 3.4458, 96.9574, -1.2629, -0.2745, 109.60, 93.20, 4.1268, 89.2857, -1.2629, -0.2745, 10.9474, 5.3890, 125.98, 96.90, 4.2138, 89.1530, 4.1806, 2.9096, 123.50, 89.13
38.952, subject_placeholder, , , 0.8740, 100.7702, -0.1731, -0.5769, 105.00, 115.44, 4.6483, 66.3717, -0.1731, -0.5769, 9.4546, 4.3853, 127.46, 98.32, 4.6957, 66.4452, 4.3393, 2.0749, 114.77, 84.13
39.489, subject_placeholder, , , 8.5440, 108.6549, -0.8409, -0.7780, 121.33, 108.66, 4.6483, 66.3717, -0.8409, -0.7780, 9.4546, 4.3853, 127.46, 98.32, 4.6957, 66.4452, 4.3393, 2.0749, 114.77, 84.13
42.757, subject_placeholder, , , 0.3308, 110.1719, -0.6760, -0.6145, 101.79, 110.63, 4.5269, 51.1945, -0.6760, -0.6145, 11.4799, 5.3956, 129.02, 100.43, 4.5246, 51.1945, 6.3450, 1.2076, 129.99, 95.83
43.554, subject_placeholder, , , 0.1680, 111.1519, -1.2953, -0.4935, 100.63, 99.15, 4.1476, 64.3777, -1.2953, -0.4935, 6.6469, 3.2638, 129.83, 96.19, 4.2095, 64.4468, 3.1504, 0.8183, 109.63, 80.47
47.870, subject_placeholder, , , 1.5672, 123.6092, -0.7657, -0.4594, 97.16, 117.60, 3.7823, 80.8625, -0.7657, -0.4594, 5.8135, 2.9893, 127.72, 96.70, 3.8446, 80.9717, 3.5417, 0.9243, 114.45, 84.22
55.348, subject_placeholder, , , 1.8831, 117.7162, -0.8034, -0.4944, 100.61, 113.39, 0.7199, 54.0541, -0.8034, -0.4944, 0.6438, 0.7587, 129.44, 99.40, 0.7182, 54.0541, 1.0634, 5.3935, 169.50, 114.86
