経過時間_秒, subject_id, ref_SBP, ref_DBP, M1_A, M1_HR, M1_V2P_relTTP, M1_P2V_relTTP, M1_SBP, M1_DBP, M2_A, M2_HR, M2_V2P_relTTP, M2_P2V_relTTP, M2_Stiffness, M2_E, M2_SBP, M2_DBP, M3_A, M3_HR, M3_Mean, M3_Phi, M3_SBP, M3_DBP
37.266, subject_placeholder, , , 9.2692, 70.9445, -0.6711, -0.3553, 91.70, 66.31, 4.4753, 69.1244, -0.6711, -0.3553, 8.2823, 3.9151, 120.81, 82.17, 4.4759, 69.1244, 5.9720, 1.8770, 132.53, 88.78
38.132, subject_placeholder, , , 9.3803, 69.8189, -0.6804, -0.3402, 91.64, 66.29, 4.2024, 71.6846, -0.6804, -0.3402, 7.1196, 3.4730, 118.60, 80.89, 4.1792, 71.6846, 6.2573, 1.7144, 130.63, 87.64
39.039, subject_placeholder, , , 9.2090, 69.5102, -0.6090, -0.3045, 91.53, 66.22, 4.4395, 69.2042, -0.6090, -0.3045, 8.1193, 3.8535, 119.82, 81.62, 4.4434, 69.2042, 5.3088, 1.8971, 131.96, 88.48
39.871, subject_placeholder, , , 9.3205, 67.8279, -0.5828, -0.5828, 91.44, 66.19, 4.4497, 68.8863, -0.5828, -0.5828, 8.6138, 4.0835, 119.91, 81.72, 4.4743, 68.8863, 4.9930, 1.8659, 131.57, 88.31
40.837, subject_placeholder, , , 9.3177, 69.8653, -0.6735, -0.6339, 91.64, 66.29, 4.2749, 66.7408, -0.6735, -0.6339, 7.6209, 3.6859, 118.80, 80.96, 4.2741, 66.7408, 6.1780, 2.0405, 131.71, 88.29
41.703, subject_placeholder, , , 9.8054, 65.7608, -0.3416, -0.5807, 91.50, 66.24, 4.0644, 71.8563, -0.3416, -0.5807, 6.8515, 3.3985, 114.00, 78.20, 4.0308, 71.8563, 7.0043, 1.6306, 128.89, 86.69
42.651, subject_placeholder, , , 8.9456, 67.4765, -0.5335, -0.4192, 91.21, 66.05, 4.0425, 52.7241, -0.5335, -0.4192, 6.8330, 3.3985, 114.00, 78.20, 4.0217, 52.7241, 6.9325, 2.2821, 128.89, 86.69
43.511, subject_placeholder, , , 9.3293, 65.3524, -0.5924, -0.4879, 91.19, 66.06, 4.3239, 85.8369, -0.5924, -0.4879, 6.9534, 3.3439, 118.33, 80.85, 4.2934, 85.9599, 5.9819, 2.4226, 131.40, 88.25
44.478, subject_placeholder, , , 9.3595, 67.4878, -0.7291, -0.3453, 91.39, 66.16, 3.8012, 63.9659, -0.7291, -0.3453, 6.5195, 3.3439, 118.33, 80.85, 3.8156, 63.8978, 6.1703, 2.2864, 131.40, 88.25
45.384, subject_placeholder, , , 9.3301, 64.6534, -0.6484, -0.3413, 91.10, 66.02, 4.3141, 68.8073, -0.6484, -0.3413, 7.2957, 3.5126, 117.37, 80.30, 4.2811, 68.8863, 6.5104, 1.5429, 129.49, 87.12
47.158, subject_placeholder, , , 9.3181, 65.3942, -0.6185, -0.4730, 91.18, 66.06, 4.4972, 65.5738, -0.6185, -0.4730, 8.4213, 3.9711, 119.74, 81.70, 4.4725, 65.5738, 4.9331, 1.7055, 130.63, 87.81
48.923, subject_placeholder, , , 9.3014, 68.3561, -0.7088, -0.3150, 91.45, 66.19, 4.4760, 71.5137, -0.7088, -0.3150, 8.1029, 3.8300, 119.59, 81.52, 4.4726, 71.5137, 5.5039, 1.7170, 131.48, 88.23
