経過時間_秒, subject_id, ref_SBP, ref_DBP, M1_A, M1_HR, M1_V2P_relTTP, M1_P2V_relTTP, M1_SBP, M1_DBP, M2_A, M2_HR, M2_V2P_relTTP, M2_P2V_relTTP, M2_Stiffness, M2_E, M2_SBP, M2_DBP, M3_A, M3_HR, M3_Mean, M3_Phi, M3_SBP, M3_DBP
0.005, subject_placeholder, , , 9.3988, 70.0538, -0.7112, -0.3200, 91.67, 66.30, 4.6131, 59.5238, -0.7112, -0.3556, 9.2476, 4.3056, 120.92, 82.25, 4.6378, 59.4648, 4.7695, 1.8192, 132.74, 88.96
0.149, subject_placeholder, , , 9.3988, 70.0538, -0.7112, -0.3556, 91.67, 66.30, 4.6131, 59.5238, -0.7112, -0.3556, 9.2476, 4.3056, 120.92, 82.25, 4.6378, 59.4648, 4.7695, 1.8192, 132.74, 88.96
1.044, subject_placeholder, , , 9.4419, 69.4250, -0.6812, -0.3406, 91.63, 66.29, 4.9367, 59.9401, -0.6812, -0.3406, 10.1596, 4.5726, 122.36, 83.12, 4.9527, 59.9401, 5.2893, 1.9926, 134.42, 90.01
1.944, subject_placeholder, , , 9.2401, 68.2112, -0.6637, -0.3318, 91.41, 66.17, 4.9914, 69.0449, -0.6637, -0.3318, 9.7627, 4.3697, 122.41, 83.19, 5.0224, 69.1244, 5.2499, 1.9342, 134.31, 89.99
3.783, subject_placeholder, , , 9.3982, 67.3922, -0.5860, -0.3296, 91.41, 66.18, 4.4793, 66.5927, -0.5860, -0.3296, 8.0649, 3.8106, 119.34, 81.40, 4.4708, 66.6667, 5.8431, 1.7133, 131.27, 88.13
4.686, subject_placeholder, , , 9.3177, 67.0649, -0.5506, -0.5506, 91.37, 66.15, 4.7990, 63.0915, -0.5506, -0.5506, 9.8793, 4.5097, 121.63, 82.76, 4.8315, 63.0252, 4.5694, 2.0382, 133.27, 89.39
5.561, subject_placeholder, , , 8.7938, 66.7908, -0.6220, -0.2927, 91.04, 65.96, 4.6448, 67.8733, -0.6220, -0.2927, 8.8080, 4.0869, 120.15, 81.84, 4.6561, 67.9502, 5.6894, 2.2025, 132.91, 89.15
8.126, subject_placeholder, , , 9.2924, 67.6694, -0.5280, -0.2640, 91.39, 66.16, 4.8690, 59.8802, -0.5280, -0.2640, 9.7443, 4.4160, 122.40, 83.20, 4.9062, 59.8802, 4.8363, 1.7970, 133.31, 89.40
9.034, subject_placeholder, , , 9.1800, 68.3502, -0.6456, -0.3418, 91.39, 66.16, 4.2032, 85.9599, -0.6456, -0.3418, 9.0536, 4.4160, 122.40, 83.20, 4.1807, 85.9599, 5.7972, 1.7552, 133.31, 89.40
10.906, subject_placeholder, , , 9.4787, 67.2332, -0.6913, -0.3638, 91.43, 66.19, 4.5225, 66.2983, -0.6913, -0.3638, 8.3610, 3.9316, 119.65, 81.57, 4.5216, 66.2983, 5.6813, 1.9555, 131.92, 88.53
12.812, subject_placeholder, , , 9.5045, 65.9552, -0.6764, -0.3560, 91.32, 66.13, 4.8920, 64.1026, -0.6764, -0.3560, 9.4131, 4.2559, 121.27, 82.58, 4.9132, 64.1026, 5.2486, 1.7755, 132.94, 89.22
18.083, subject_placeholder, , , 7.5969, 64.8050, -0.4554, -0.5605, 90.29, 65.52, 4.8274, 89.2857, -0.4554, -0.5605, 4.3355, 1.9732, 107.98, 74.76, 4.8648, 89.4188, 5.3213, 0.2547, 118.96, 80.57
35.557, subject_placeholder, , , 9.4192, 71.0962, -0.7362, -0.3898, 91.78, 66.36, 4.1678, 64.8649, -0.7362, -0.3898, 8.5659, 4.1958, 118.59, 80.82, 4.2542, 64.8649, 3.6703, 2.1779, 131.82, 88.35
36.393, subject_placeholder, , , 9.1877, 70.1374, -0.6090, -0.3426, 91.58, 66.25, 4.7905, 69.0449, -0.6090, -0.3426, 8.8988, 4.0658, 121.44, 82.55, 4.8071, 69.1244, 5.4706, 1.8422, 133.67, 89.52
