経過時間_秒, A, HR, Mean, Phi, SBP, DBP
0.005, 4.6378, 59.4648, 4.7695, 1.8192, 132.74, 88.96
0.149, 4.6378, 59.4648, 4.7695, 1.8192, 132.74, 88.96
1.044, 4.9527, 59.9401, 5.2893, 1.9926, 134.42, 90.01
1.944, 5.0224, 69.1244, 5.2499, 1.9342, 134.31, 89.99
3.783, 4.4708, 66.6667, 5.8431, 1.7133, 131.27, 88.13
4.686, 4.8315, 63.0252, 4.5694, 2.0382, 133.27, 89.39
5.561, 4.6561, 67.9502, 5.6894, 2.2025, 132.91, 89.15
8.126, 4.9062, 59.8802, 4.8363, 1.7970, 133.31, 89.40
9.034, 4.1807, 85.9599, 5.7972, 1.7552, 133.31, 89.40
10.906, 4.5216, 66.2983, 5.6813, 1.9555, 131.92, 88.53
12.812, 4.9132, 64.1026, 5.2486, 1.7755, 132.94, 89.22
18.083, 4.8648, 89.4188, 5.3213, 0.2547, 118.96, 80.57
35.557, 4.2542, 64.8649, 3.6703, 2.1779, 131.82, 88.35
36.393, 4.8071, 69.1244, 5.4706, 1.8422, 133.67, 89.52
37.266, 4.4759, 69.1244, 5.9720, 1.8770, 132.53, 88.78
38.132, 4.1792, 71.6846, 6.2573, 1.7144, 130.63, 87.64
39.039, 4.4434, 69.2042, 5.3088, 1.8971, 131.96, 88.48
39.871, 4.4743, 68.8863, 4.9930, 1.8659, 131.57, 88.31
40.837, 4.2741, 66.7408, 6.1780, 2.0405, 131.71, 88.29
41.703, 4.0308, 71.8563, 7.0043, 1.6306, 128.89, 86.69
42.651, 4.0217, 52.7241, 6.9325, 2.2821, 128.89, 86.69
43.511, 4.2934, 85.9599, 5.9819, 2.4226, 131.40, 88.25
44.478, 3.8156, 63.8978, 6.1703, 2.2864, 131.40, 88.25
45.384, 4.2811, 68.8863, 6.5104, 1.5429, 129.49, 87.12
47.158, 4.4725, 65.5738, 4.9331, 1.7055, 130.63, 87.81
48.923, 4.4726, 71.5137, 5.5039, 1.7170, 131.48, 88.23
