経過時間_秒, A, HR, V2P_relTTP, P2V_relTTP, SBP, DBP
0.005, 9.3988, 70.0538, -0.7112, -0.3200, 91.67, 66.30
0.149, 9.3988, 70.0538, -0.7112, -0.3556, 91.67, 66.30
1.044, 9.4419, 69.4250, -0.6812, -0.3406, 91.63, 66.29
1.944, 9.2401, 68.2112, -0.6637, -0.3318, 91.41, 66.17
3.783, 9.3982, 67.3922, -0.5860, -0.3296, 91.41, 66.18
4.686, 9.3177, 67.0649, -0.5506, -0.5506, 91.37, 66.15
5.561, 8.7938, 66.7908, -0.6220, -0.2927, 91.04, 65.96
8.126, 9.2924, 67.6694, -0.5280, -0.2640, 91.39, 66.16
9.034, 9.1800, 68.3502, -0.6456, -0.3418, 91.39, 66.16
10.906, 9.4787, 67.2332, -0.6913, -0.3638, 91.43, 66.19
12.812, 9.5045, 65.9552, -0.6764, -0.3560, 91.32, 66.13
18.083, 7.5969, 64.8050, -0.4554, -0.5605, 90.29, 65.52
35.557, 9.4192, 71.0962, -0.7362, -0.3898, 91.78, 66.36
36.393, 9.1877, 70.1374, -0.6090, -0.3426, 91.58, 66.25
37.266, 9.2692, 70.9445, -0.6711, -0.3553, 91.70, 66.31
38.132, 9.3803, 69.8189, -0.6804, -0.3402, 91.64, 66.29
39.039, 9.2090, 69.5102, -0.6090, -0.3045, 91.53, 66.22
39.871, 9.3205, 67.8279, -0.5828, -0.5828, 91.44, 66.19
40.837, 9.3177, 69.8653, -0.6735, -0.6339, 91.64, 66.29
41.703, 9.8054, 65.7608, -0.3416, -0.5807, 91.50, 66.24
42.651, 8.9456, 67.4765, -0.5335, -0.4192, 91.21, 66.05
43.511, 9.3293, 65.3524, -0.5924, -0.4879, 91.19, 66.06
44.478, 9.3595, 67.4878, -0.7291, -0.3453, 91.39, 66.16
45.384, 9.3301, 64.6534, -0.6484, -0.3413, 91.10, 66.02
47.158, 9.3181, 65.3942, -0.6185, -0.4730, 91.18, 66.06
48.923, 9.3014, 68.3561, -0.7088, -0.3150, 91.45, 66.19
