経過時間_秒, A, HR, Mean, Phi, SBP, DBP
0.065, 3.5178, 77.9221, 4.2573, 2.5756, 118.66, 86.17
0.388, 3.5178, 77.9221, 4.2573, 2.5756, 118.66, 86.17
2.023, 4.2660, 74.2574, 4.7716, 2.1163, 110.23, 81.39
2.829, 4.6518, 71.5990, 4.3563, 2.2791, 110.63, 80.98
5.272, 4.5362, 71.8563, 4.8965, 2.0997, 108.34, 80.24
6.003, 4.9060, 71.5137, 5.1447, 2.4771, 110.32, 81.52
6.834, 4.4402, 78.6370, 6.1334, 2.1325, 107.99, 81.46
8.408, 4.7976, 71.6846, 5.2147, 2.2496, 108.29, 80.43
9.247, 4.5714, 68.8073, 6.1051, 2.3928, 110.16, 82.67
10.047, 3.7757, 86.0832, 6.8788, 2.3014, 109.95, 83.55
10.785, 4.3015, 71.5990, 6.4169, 2.2894, 108.52, 82.00
11.582, 4.1209, 75.0939, 6.5863, 2.3244, 109.96, 83.18
12.415, 4.2399, 81.7439, 6.3844, 2.3116, 109.36, 82.52
13.184, 4.5964, 74.4417, 5.8294, 2.2483, 107.73, 80.78
14.018, 4.7421, 72.5514, 5.6321, 2.1849, 107.36, 80.35
14.766, 4.6538, 77.4194, 5.5818, 2.1357, 106.81, 79.95
15.624, 4.8168, 72.0288, 5.3195, 2.2103, 108.04, 80.42
16.399, 4.6092, 81.8554, 5.2813, 2.0405, 106.40, 79.41
18.031, 4.5421, 78.5340, 5.5035, 2.1039, 107.40, 80.31
18.865, 4.8830, 66.9643, 4.9870, 2.4037, 110.47, 81.51
19.634, 4.3858, 81.9672, 6.0779, 2.2270, 108.13, 81.39
20.503, 4.7724, 71.0900, 5.5851, 2.2094, 107.67, 80.48
22.115, 4.4417, 69.0449, 5.9370, 2.1380, 106.70, 80.30
22.874, 5.0174, 68.8073, 5.3559, 2.2987, 107.91, 80.28
23.649, 3.7263, 81.9672, 6.9676, 2.2140, 109.72, 83.59
24.445, 4.3827, 78.1250, 6.0296, 2.2718, 109.26, 82.07
25.177, 4.7576, 78.2269, 4.8986, 2.2376, 109.07, 80.60
25.968, 4.6896, 74.9064, 5.0460, 2.0499, 108.02, 80.25
26.685, 4.4954, 80.8625, 5.1251, 2.1154, 108.92, 80.91
28.088, 4.5521, 83.2178, 5.8529, 2.3518, 110.28, 82.49
29.501, 3.7980, 81.1908, 6.7051, 2.4217, 112.54, 85.03
30.270, 3.7742, 90.4977, 6.6902, 2.4622, 112.98, 85.28
30.995, 4.3175, 81.1908, 6.1724, 2.3590, 110.49, 83.02
31.760, 4.5607, 78.5340, 5.9169, 2.2559, 109.45, 82.09
32.526, 4.2933, 80.5369, 6.0601, 2.2172, 109.57, 82.39
33.268, 4.6952, 79.1557, 5.4274, 2.4205, 110.74, 82.22
34.035, 4.7326, 77.5194, 5.3792, 2.2082, 108.99, 81.16
34.872, 4.5076, 82.5309, 5.7067, 2.1520, 108.56, 81.32
35.570, 4.6867, 77.6197, 5.2633, 2.2023, 108.11, 80.41
36.377, 4.7305, 71.8563, 5.3481, 2.1794, 108.84, 81.05
37.173, 4.5386, 85.8369, 5.3998, 2.2391, 109.28, 81.35
37.911, 4.7095, 74.5342, 5.0714, 2.2277, 108.82, 80.64
38.741, 4.6189, 74.7198, 4.7941, 2.1136, 109.19, 80.69
39.546, 4.6199, 81.5217, 5.1660, 2.0816, 107.46, 79.96
40.286, 4.7050, 72.0288, 5.2976, 2.2112, 108.00, 80.36
41.080, 4.7208, 75.2823, 5.3040, 2.1882, 108.46, 80.72
42.687, 4.5973, 74.1656, 4.6383, 2.1006, 108.89, 80.30
43.453, 3.9862, 69.0449, 4.2714, 2.2155, 113.44, 82.92
44.229, 4.2539, 81.8554, 4.2044, 2.6028, 115.96, 84.18
44.998, 4.0457, 78.1250, 4.1028, 2.3867, 114.76, 83.46
45.762, 4.5134, 78.6370, 4.4051, 2.4160, 112.80, 82.42
46.531, 4.6058, 78.0234, 5.6878, 2.5065, 111.27, 82.81
47.263, 4.5196, 77.6197, 5.9373, 2.4618, 110.75, 82.80
48.071, 4.3620, 78.0234, 6.1302, 2.3530, 110.49, 82.97
48.831, 4.5011, 81.0811, 5.9091, 2.2951, 109.07, 81.77
49.607, 4.6199, 75.0939, 5.5738, 2.1620, 108.18, 80.89
50.375, 4.6313, 78.2269, 5.2696, 2.2484, 109.34, 81.23
51.176, 4.6588, 76.6284, 5.0393, 2.2611, 109.77, 81.23
51.979, 4.6727, 80.0000, 4.8593, 2.0917, 108.10, 80.03
52.777, 4.5467, 74.6269, 5.1284, 2.1128, 108.12, 80.35
53.515, 4.7485, 74.4417, 4.9685, 2.4141, 110.32, 81.37
54.322, 4.7332, 75.1880, 5.4234, 2.2431, 108.80, 81.05
55.122, 4.5240, 82.0793, 5.9223, 2.2304, 108.17, 81.22
55.858, 4.6788, 73.8916, 5.5293, 2.2343, 108.10, 80.69
56.659, 4.7352, 75.2823, 5.3730, 2.2856, 109.32, 81.30
57.491, 4.4464, 82.3045, 5.5515, 2.3000, 109.80, 81.83
