経過時間_秒, A, HR, Mean, Phi, SBP, DBP
0.022, 4.8423, 71.7703, 4.7625, 2.1954, 136.50, 90.98
0.286, 4.8423, 71.7703, 4.7625, 2.1954, 136.50, 90.98
1.121, 3.4446, 85.7143, 5.2302, 1.4169, 128.42, 86.03
4.294, 4.1595, 47.3934, 6.2756, 0.7308, 128.42, 86.03
6.050, 4.5346, 81.3008, 5.2942, 2.0997, 134.88, 89.99
6.836, 5.0746, 66.5927, 5.5290, 2.0708, 136.30, 91.01
9.276, 4.3785, 71.9424, 6.3382, 2.5847, 134.59, 89.87
10.043, 4.3512, 74.4417, 6.3015, 2.4803, 134.17, 89.63
10.844, 4.5647, 74.9064, 5.6062, 2.3919, 135.26, 90.27
11.681, 4.2793, 78.2269, 5.3457, 2.1454, 133.27, 89.07
12.511, 4.8129, 69.2042, 5.1417, 2.3020, 135.43, 90.48
13.314, 4.4006, 77.7202, 4.9108, 2.3306, 133.44, 89.27
14.084, 4.7155, 72.0288, 4.3535, 2.4888, 135.31, 90.40
16.560, 4.6905, 65.7895, 5.7031, 2.4202, 135.75, 90.59
17.394, 4.7067, 86.8307, 5.8412, 2.4085, 134.85, 90.17
19.031, 4.1031, 71.9424, 4.3332, 2.0401, 131.18, 87.91
20.599, 4.5921, 74.7198, 5.2557, 2.7118, 134.18, 89.84
21.368, 4.8268, 77.1208, 5.1002, 2.4347, 134.60, 90.12
22.201, 4.8660, 76.0456, 5.2496, 2.4988, 135.99, 90.83
23.044, 4.4361, 77.4194, 5.2583, 2.2094, 133.32, 89.21
23.813, 4.2825, 72.0288, 6.2101, 2.0945, 132.37, 88.63
24.546, 3.3457, 72.2022, 4.3652, 1.9944, 128.41, 86.09
25.346, 4.7594, 77.3196, 5.4519, 2.9946, 137.77, 91.74
26.179, 4.2899, 81.7439, 6.2658, 2.2569, 133.90, 89.41
27.653, 4.7400, 66.5188, 4.4387, 2.4498, 135.45, 90.47
28.449, 4.2905, 94.9367, 5.5976, 2.6556, 134.49, 89.78
30.018, 4.5498, 75.0000, 5.9887, 2.3290, 134.96, 90.10
30.831, 3.8864, 85.9599, 6.5677, 1.8875, 130.36, 87.36
31.591, 4.7668, 68.4151, 4.7033, 2.2955, 135.04, 90.26
33.997, 4.4188, 66.5188, 4.3814, 2.4578, 134.44, 89.79
34.802, 4.3626, 90.0901, 5.4811, 2.3493, 133.67, 89.36
35.605, 4.4336, 71.6846, 5.8150, 2.3739, 134.15, 89.64
36.439, 5.0746, 75.3769, 4.7870, 2.3328, 136.84, 91.33
37.941, 4.3055, 86.0832, 6.2372, 2.8846, 134.37, 89.80
39.639, 4.3964, 77.6197, 6.3038, 3.1285, 135.48, 90.45
40.444, 4.7399, 77.5194, 5.1642, 2.4521, 135.71, 90.61
41.316, 4.7439, 75.3769, 5.3322, 2.3231, 135.47, 90.46
42.152, 4.5675, 73.3496, 5.2809, 2.1963, 133.65, 89.44
42.925, 4.8465, 70.3400, 5.5804, 2.4700, 135.51, 90.59
43.686, 4.3556, 71.3436, 6.6262, 2.4198, 134.06, 89.57
45.332, 4.9834, 66.4452, 5.5488, 2.6595, 137.74, 91.79
46.121, 4.9481, 77.8210, 5.0954, 2.2802, 137.22, 91.42
46.965, 4.5425, 81.8554, 5.8830, 2.2087, 135.04, 90.10
47.792, 4.4247, 75.2823, 5.0915, 2.2575, 133.71, 89.39
48.599, 4.6881, 71.5990, 5.4671, 1.8815, 133.99, 89.61
49.480, 3.7408, 71.3436, 7.0537, 2.2873, 130.93, 87.64
51.039, 4.5415, 69.4444, 5.6697, 2.4287, 133.87, 89.59
51.839, 4.5803, 85.3485, 5.7144, 2.4893, 133.93, 89.66
52.639, 3.9160, 69.2042, 6.7355, 2.3589, 131.45, 88.02
53.441, 4.4741, 75.0000, 6.0573, 2.0855, 133.63, 89.36
54.310, 4.6440, 74.7198, 5.9252, 2.3281, 135.00, 90.18
56.712, 3.9116, 74.1656, 6.7366, 2.6822, 131.85, 88.29
57.584, 4.2442, 78.2269, 6.5941, 2.4881, 133.05, 89.03
58.352, 4.2246, 72.2022, 6.7365, 2.1357, 131.89, 88.38
59.155, 4.4188, 68.7285, 6.1454, 2.5863, 134.49, 89.85
60.024, 4.7472, 78.1250, 5.2806, 2.6064, 135.96, 90.77
