経過時間_秒, A, HR, Mean, Phi, SBP, DBP
0.013, 5.0732, 59.9401, 5.2988, 1.7924, 110.00, 82.27
6.467, 5.0881, 66.8151, 5.6003, 1.5764, 107.49, 81.11
7.394, 3.8741, 54.1028, 4.4010, 1.6294, 109.16, 80.72
8.371, 4.2986, 69.6056, 3.7028, 2.4332, 113.53, 82.05
9.436, 4.9158, 54.1516, 6.0681, 2.3969, 105.56, 79.38
10.471, 4.6791, 59.9401, 6.1212, 2.7376, 108.10, 80.84
11.407, 4.9863, 68.3371, 4.3171, 2.2734, 105.22, 77.13
12.382, 4.7073, 58.3658, 6.5978, 1.6267, 97.27, 75.04
13.349, 4.9417, 63.7620, 5.8784, 1.9020, 100.03, 75.81
14.243, 4.9448, 62.4350, 5.7018, 1.7315, 98.80, 74.91
15.282, 4.7652, 66.6667, 6.0146, 1.4995, 97.50, 74.64
16.353, 3.9985, 94.6372, 3.8559, 0.3695, 92.68, 69.86
17.353, 3.7745, 111.9403, 7.5012, 4.0184, 120.30, 89.66
18.354, 5.0325, 60.6061, 5.2687, 1.5636, 120.30, 89.66
19.425, 5.0325, 60.6061, 5.2687, 1.5636, 120.30, 89.66
20.395, 3.6007, 93.1677, 3.4252, 0.4929, 95.21, 70.96
21.362, 3.4260, 41.6089, 5.9554, 0.8260, 95.21, 70.96
22.365, 5.0390, 62.0476, 5.4681, 1.4700, 95.21, 70.96
23.331, 5.0390, 62.0476, 5.4681, 1.4700, 95.21, 70.96
24.269, 3.3182, 44.8096, 5.5700, 0.6228, 92.69, 69.92
25.204, 4.6718, 98.6842, 4.7796, 0.2606, 88.08, 67.89
28.108, 2.8942, 40.7332, 6.2467, 1.0947, 88.08, 67.89
29.112, 5.0393, 61.9835, 5.5286, 1.5852, 88.08, 67.89
30.121, 4.5110, 98.8468, 4.3028, 0.4558, 90.91, 69.07
31.123, 3.8260, 112.3596, 7.3924, 3.9864, 120.49, 89.69
32.049, 5.1217, 59.8802, 5.7942, 2.4461, 120.49, 89.69
33.023, 5.0312, 68.8073, 4.9481, 2.0321, 120.49, 89.69
33.996, 4.9377, 65.1466, 5.5861, 1.6894, 120.49, 89.69
34.960, 4.9847, 61.3497, 5.5540, 1.7581, 120.49, 89.69
35.931, 5.1156, 61.7920, 5.5390, 1.5813, 120.49, 89.69
36.901, 4.9300, 61.7284, 5.3309, 1.5651, 120.49, 89.69
37.910, 5.0531, 61.7284, 5.7914, 1.6424, 120.49, 89.69
38.866, 5.0531, 61.7284, 5.7914, 1.6424, 120.49, 89.69
