経過時間_秒,M1_A,M1_HR,M1_V2P_relTTP,M1_P2V_relTTP,M1_SBP,M1_DBP,M2_A,M2_HR,M2_V2P_relTTP,M2_P2V_relTTP,M2_Stiffness,M2_E,M2_SBP,M2_DBP,M3_A,M3_HR,M3_Mean,M3_Phi,M3_SBP,M3_DBP,timestamp,ref_SBP,ref_DBP,subject_id
8.304,9.3347,75.3009,-0.7003,-0.4377,119.09,78.08,4.5469,71.7703,-0.7003,-0.4377,8.4337,3.9551,120.66,82.24,4.5853,71.8563,4.9359,2.0127,119.95,81.45,8304,,,NJ1
9.175,9.0837,75.0092,-0.6986,-0.3288,115.02,74.2,4.029,78.125,-0.6986,-0.3288,6.6622,3.3191,110.51,72.6,4.0176,78.0234,6.1333,2.1512,116.36,79.42,9175,,,NJ1
9.975,9.3943,71.8175,-0.6062,-0.341,119.85,80.2,4.3116,74.9064,-0.6062,-0.341,7.4675,3.5963,112.68,73.41,4.3171,75.0,4.9285,1.7494,115.15,75.56,9975,,,NJ1
11.76,9.3935,73.3743,-0.66,-0.4538,121.49,80.62,4.6071,74.7198,-0.66,-0.4538,8.277,3.8562,115.67,76.01,4.6101,74.7198,5.8743,1.758,117.51,77.24,11760,,,NJ1
12.609,9.2978,72.1273,-0.6631,-0.3511,118.23,77.11,4.8446,64.1711,-0.6631,-0.3511,9.3633,4.254,125.0,84.48,4.8621,64.1026,5.5077,2.1289,124.48,84.86,12609,,,NJ1
14.418,9.4465,71.3919,-0.6608,-0.3887,120.16,78.72,4.56,69.0449,-0.6608,-0.3887,8.4161,3.9412,117.23,76.99,4.5519,69.1244,5.9627,1.8312,118.26,77.97,14418,,,NJ1
15.254,9.4465,70.1988,-0.6456,-0.3406,119.42,78.06,4.8851,64.1026,-0.6456,-0.3406,9.9544,4.5038,126.55,85.09,4.9071,64.1026,5.3588,2.1308,125.34,85.25,15254,,,NJ1
16.09,9.3393,71.0179,-0.6719,-0.3557,118.61,76.77,4.7572,69.3642,-0.6719,-0.3557,8.6791,3.9792,120.85,80.92,4.7591,69.3642,5.8213,1.9374,121.49,81.06,16090,,,NJ1
16.992,9.2296,71.3921,-0.7105,-0.3158,115.83,73.26,4.7729,72.1154,-0.7105,-0.3158,9.2239,4.2221,122.09,81.45,4.7986,72.0288,5.3233,2.0037,122.6,82.55,16992,,,NJ1
17.791,9.2883,68.8299,-0.5847,-0.3289,120.68,80.19,4.6775,71.5137,-0.5847,-0.3289,8.4177,3.8921,116.34,75.4,4.6856,71.599,5.6123,1.7897,119.57,78.34,17791,,,NJ1
18.626,9.2995,71.8256,-0.7021,-0.3304,116.6,74.43,4.5886,66.5927,-0.7021,-0.3304,8.7473,4.0835,124.17,85.08,4.5997,66.5188,5.3957,1.8601,118.99,78.96,18626,,,NJ1
19.5,9.3373,71.884,-0.7122,-0.3165,115.97,73.67,4.3972,74.1656,-0.7122,-0.3165,7.9743,3.8028,114.81,75.05,4.3981,74.1656,5.601,1.8137,116.57,76.83,19500,,,NJ1
20.366,9.3584,70.2297,-0.6419,-0.8684,136.08,92.3,4.5761,72.4638,-0.6419,-0.8684,8.9302,4.1746,118.47,77.37,4.6047,72.5514,5.0165,1.9843,120.88,81.09,20366,,,NJ1
21.202,9.4393,69.7537,-0.6478,-0.343,119.55,77.91,4.5565,69.2042,-0.6478,-0.343,8.9007,4.1698,132.98,92.27,4.6013,69.2042,4.6886,1.8987,119.97,79.86,21202,,,NJ1
22.105,9.3197,70.7476,-0.6711,-0.3158,117.38,75.61,4.7525,68.4932,-0.6711,-0.3158,9.5055,4.3603,124.5,83.74,4.791,68.4932,4.9032,2.0708,123.5,83.72,22105,,,NJ1
22.942,9.4456,68.5289,-0.6213,-0.3643,121.36,79.76,4.6543,72.4638,-0.6213,-0.3643,8.8705,4.1117,120.52,79.56,4.6697,72.4638,5.3128,1.8229,119.91,78.87,22942,,,NJ1
23.77,9.3213,70.0713,-0.6703,-0.3931,120.08,77.67,4.7928,66.2252,-0.6703,-0.3931,9.5905,4.3808,126.73,86.03,4.8232,66.2252,5.0375,2.1395,124.73,84.96,23770,,,NJ1
24.646,9.3899,71.2052,-0.6767,-0.3185,117.37,75.72,4.5122,71.7703,-0.6767,-0.3185,8.4718,3.9883,119.97,79.95,4.5249,71.7703,5.6221,1.8312,118.08,77.93,24646,,,NJ1
25.476,9.2755,69.8635,-0.6411,-0.3394,119.1,77.56,4.6455,72.0288,-0.6411,-0.3394,8.676,4.0254,119.15,78.61,4.6601,71.9424,5.2556,1.9569,121.12,80.94,25476,,,NJ1
27.085,9.1817,71.0136,-0.6354,-0.3177,117.94,77.08,4.6147,72.6392,-0.6354,-0.3177,8.3243,3.875,121.58,82.56,4.6269,72.6392,5.7527,1.8544,119.31,78.91,27085,,,NJ1
27.885,9.3481,71.0097,-0.5467,-0.3515,121.94,83.36,4.2762,77.821,-0.5467,-0.3515,7.5269,3.6399,116.24,77.46,4.2649,77.7202,5.803,1.8431,115.88,76.34,27885,,,NJ1
30.092,9.1433,72.9947,-0.6608,-0.3304,116.92,76.21,4.1509,85.3485,-0.6608,-0.3304,6.8546,3.3644,120.22,84.11,4.141,85.3485,6.0993,1.8848,114.78,76.06,30092,,,NJ1
30.961,9.2657,72.2466,-0.708,-0.8653,133.27,88.62,4.0735,90.3614,-0.708,-0.8653,7.1931,3.564,113.58,75.08,4.07,90.3614,5.816,2.0582,116.37,78.43,30961,,,NJ1
31.857,9.3721,70.6095,-0.6835,-0.8354,133.81,89.28,4.455,71.599,-0.6835,-0.8354,8.7059,4.1247,128.61,87.5,4.4645,71.5137,5.5454,2.1319,121.21,82.28,31857,,,NJ1
32.695,9.2939,68.778,-0.5899,-0.3318,120.66,80.0,4.6009,69.6056,-0.5899,-0.3318,8.6959,4.0541,129.35,88.13,4.6141,69.6864,5.3179,1.9169,120.45,79.98,32695,,,NJ1
33.596,9.2418,70.1192,-0.6687,-0.354,118.63,76.4,4.8209,66.4452,-0.6687,-0.354,9.9013,4.5095,129.02,88.44,4.8692,66.4452,4.6806,2.0339,123.93,83.74,33596,,,NJ1
34.47,9.4867,68.3104,-0.6593,-0.3663,120.56,77.91,4.5848,71.4286,-0.6593,-0.3663,8.5539,3.9949,120.11,79.38,4.5982,71.3436,5.8454,1.9451,120.69,80.11,34470,,,NJ1
35.295,9.443,68.5188,-0.6426,-0.3024,118.79,76.92,4.45,66.2983,-0.6426,-0.3024,7.668,3.635,116.89,77.1,4.4448,66.2983,6.2994,1.9029,118.71,78.26,35295,,,NJ1
36.201,9.3155,70.5604,-0.72,-0.32,116.22,73.08,4.8061,69.2042,-0.72,-0.32,9.2835,4.2346,122.94,82.42,4.8357,69.2042,5.3748,1.8134,120.87,79.79,36201,,,NJ1
37.037,9.2903,68.3241,-0.6192,-0.3278,119.86,78.25,4.5888,72.2022,-0.6192,-0.3278,8.6929,4.058,117.4,75.98,4.598,72.2022,5.3692,1.8135,119.18,78.23,37037,,,NJ1
37.872,9.1551,70.0048,-0.6316,-0.8684,135.84,92.04,4.5125,66.2983,-0.6316,-0.8684,8.9912,4.2326,123.97,83.83,4.5712,66.3717,4.3585,2.058,121.55,82.29,37872,,,NJ1
38.708,9.1791,70.9185,-0.6323,-0.3557,119.26,78.26,4.5667,71.7703,-0.6323,-0.3557,9.1395,4.2768,134.36,93.83,4.5905,71.6846,4.7621,2.042,121.31,82.01,38708,,,NJ1
39.578,9.1791,71.2995,-0.6308,-0.3548,119.15,78.37,4.3086,72.1154,-0.6308,-0.3548,8.0689,3.8873,119.63,80.45,4.298,72.2022,5.1441,2.025,118.32,79.67,39578,,,NJ1
41.279,9.4056,70.1541,-0.6076,-0.3418,120.39,79.95,4.4294,69.3642,-0.6076,-0.3418,8.4297,4.0053,120.39,80.48,4.4361,69.2841,5.0543,2.0157,119.72,80.47,41279,,,NJ1
42.155,9.4133,71.0791,-0.6735,-0.3565,118.79,77.0,4.6932,68.4151,-0.6735,-0.3565,9.3746,4.3273,126.03,85.93,4.7322,68.4932,4.938,2.0536,122.68,83.05,42155,,,NJ1
42.98,9.4101,69.8027,-0.6034,-0.3394,120.55,80.08,4.7925,72.2022,-0.6034,-0.3394,9.0248,4.1224,121.43,80.57,4.8154,72.2022,5.5165,1.9872,122.88,82.33,42980,,,NJ1
43.818,9.4208,71.235,-0.64,-0.36,119.79,78.93,4.7538,69.0449,-0.64,-0.36,8.9876,4.1221,124.34,84.68,4.7737,69.0449,5.3569,1.9128,121.33,80.95,43818,,,NJ1
44.657,9.3317,71.4166,-0.6695,-0.3544,118.49,76.89,4.8003,72.3764,-0.6695,-0.3544,9.2558,4.2246,123.93,83.63,4.847,72.3764,5.02,2.0227,123.29,83.29,44657,,,NJ1
45.524,9.2526,71.4651,-0.6687,-0.3135,116.95,75.53,4.5825,71.5137,-0.6687,-0.3135,8.5953,4.0152,119.66,79.62,4.5791,71.5137,5.7543,1.9394,119.78,79.93,45524,,,NJ1
46.325,9.163,70.3165,-0.6078,-0.3426,119.65,79.06,4.5576,71.8563,-0.6078,-0.3426,8.6109,4.0335,119.23,78.94,4.5717,71.8563,5.0252,2.0092,120.85,81.27,46325,,,NJ1
47.224,9.3638,72.5389,-0.7004,-0.3296,116.59,74.85,4.452,69.0449,-0.7004,-0.3296,8.6434,4.0965,122.86,83.75,4.4666,69.0449,4.8516,2.0663,120.11,81.54,47224,,,NJ1
48.063,9.4773,69.5192,-0.5873,-0.2937,119.82,79.91,4.5368,74.7198,-0.5873,-0.2937,8.4953,3.9885,117.55,76.81,4.5668,74.6269,5.1211,2.0754,121.75,82.24,48063,,,NJ1
49.665,9.3662,70.5023,-0.6293,-0.3147,118.71,77.95,4.6491,71.9424,-0.6293,-0.3147,9.1004,4.2206,126.14,86.35,4.6467,71.8563,5.7716,2.0064,121.4,81.42,49665,,,NJ1
50.504,9.3647,71.2997,-0.595,-0.357,120.75,81.05,4.4085,78.125,-0.595,-0.357,7.6912,3.6631,117.05,78.27,4.4266,78.2269,5.6901,2.0115,119.28,80.09,50504,,,NJ1
51.341,9.42,71.4066,-0.6293,-0.3933,121.09,80.43,4.5064,70.922,-0.6293,-0.3933,8.2572,3.8897,122.15,83.26,4.5134,70.7547,6.0093,1.9138,118.87,79.0,51341,,,NJ1
52.172,9.3276,71.5453,-0.6308,-0.3548,119.51,78.97,4.5189,72.4638,-0.6308,-0.3548,7.9821,3.7549,119.77,80.74,4.5138,72.6392,6.0675,1.979,119.61,80.0,52172,,,NJ1
53.041,9.4817,71.8722,-0.6342,-0.3574,119.85,79.49,4.7611,71.9424,-0.6342,-0.3574,9.0624,4.1533,123.42,83.51,4.7911,71.9424,5.2969,1.9781,122.13,82.11,53041,,,NJ1
53.914,9.392,70.4302,-0.6456,-0.3797,120.43,78.95,4.5452,71.9424,-0.6456,-0.3797,8.391,3.9358,120.87,81.18,4.5473,71.8563,5.8478,1.9315,119.61,79.56,53914,,,NJ1
54.742,9.3425,69.5286,-0.6041,-0.8295,136.05,93.09,4.8116,68.7285,-0.6041,-0.8295,9.2459,4.2151,124.33,83.52,4.8381,68.8073,5.3935,2.1,124.49,84.3,54742,,,NJ1
55.62,9.3425,70.9659,-0.6377,-0.3587,119.67,78.68,4.6353,69.2042,-0.6377,-0.3587,8.6386,4.0124,132.62,92.89,4.6404,69.1244,5.5526,1.8791,119.76,79.47,55620,,,NJ1
56.48,9.5675,69.6671,-0.6397,-0.3387,120.03,78.7,4.4613,71.9424,-0.6397,-0.3387,8.2091,3.8865,120.15,80.4,4.4632,72.0288,5.229,1.9664,119.48,79.8,56480,,,NJ1
57.282,9.3385,69.7172,-0.6523,-0.3453,119.21,77.34,4.6607,69.2042,-0.6523,-0.3453,9.3769,4.3434,124.64,83.85,4.7016,69.2042,4.737,2.112,123.41,83.85,57282,,,NJ1
58.149,9.2482,72.1319,-0.7397,-0.2877,113.96,71.11,4.8983,68.8863,-0.7397,-0.2877,9.7933,4.4249,125.04,84.29,4.9436,68.8863,4.8974,2.0279,124.09,84.05,58149,,,NJ1
59.022,9.4374,70.6793,-0.6478,-0.3048,118.04,77.0,4.3826,75.0939,-0.6478,-0.3048,7.8358,3.743,111.61,71.3,4.3692,75.0,5.8425,1.5588,113.54,72.55,59022,,,NJ1
