経過時間_秒,M1_A,M1_HR,M1_V2P_relTTP,M1_P2V_relTTP,M1_SBP,M1_DBP,M2_A,M2_HR,M2_V2P_relTTP,M2_P2V_relTTP,M2_Stiffness,M2_E,M2_SBP,M2_DBP,M3_A,M3_HR,M3_Mean,M3_Phi,M3_SBP,M3_DBP,timestamp,ref_SBP,ref_DBP,subject_id
0.017,9.3337,76.1022,-0.6875,-0.3867,117.57,77.48,4.7463,74.5342,-0.6875,-0.3867,8.8463,4.0605,122.92,84.41,4.7736,74.4417,5.4788,2.0214,121.55,82.61,17,,,NJ1
0.852,9.4265,74.2384,-0.6377,-0.3587,118.9,79.47,3.9314,78.125,-0.6377,-0.3587,6.5226,3.2896,109.73,71.94,3.901,78.125,6.6556,1.8993,112.45,74.49,852,,,NJ1
1.653,9.2072,71.3773,-0.567,-0.378,121.7,82.52,4.8179,69.4444,-0.567,-0.378,9.6529,4.3977,125.74,85.1,4.8491,69.4444,5.2087,2.2082,125.48,86.14,1653,,,NJ1
2.528,9.427,73.0993,-0.7004,-0.3708,117.91,76.29,4.8074,71.4286,-0.7004,-0.3708,8.8353,4.0297,125.89,87.19,4.8186,71.5137,5.8633,2.0399,122.79,83.04,2528,,,NJ1
3.39,9.3492,70.7213,-0.6781,-0.339,118.02,75.98,4.5605,75.2823,-0.6781,-0.339,8.0595,3.774,116.1,76.0,4.5586,75.2823,6.1163,1.8635,118.83,78.46,3390,,,NJ1
4.228,9.383,70.2,-0.6132,-0.3066,119.03,78.61,4.8124,68.8073,-0.6132,-0.3066,9.4976,4.3294,122.81,81.59,4.8435,68.8073,5.2926,2.0291,123.57,83.26,4228,,,NJ1
5.097,9.2714,70.8508,-0.6293,-0.3528,119.54,78.68,4.7937,69.2042,-0.6293,-0.3528,9.5552,4.3642,125.7,85.35,4.8285,69.2042,5.3213,1.8888,121.63,80.95,5097,,,NJ1
5.895,9.4271,69.977,-0.6083,-0.3802,121.72,81.02,4.6884,71.5137,-0.6083,-0.3802,8.6962,4.0162,122.3,82.29,4.7062,71.5137,5.573,1.91,120.93,80.38,5895,,,NJ1
6.747,9.4893,72.4452,-0.6608,-0.3304,118.1,77.45,4.8872,69.2042,-0.6608,-0.3304,9.5704,4.3291,127.01,87.02,4.9094,69.2042,5.7143,2.1207,124.73,84.96,6747,,,NJ1
7.501,9.4893,71.4621,-0.6204,-0.349,120.11,79.97,4.6549,74.7198,-0.6204,-0.349,8.4848,3.9327,119.03,79.21,4.6452,74.6269,6.2125,1.772,118.37,77.56,7501,,,NJ1
