経過時間_秒, A, HR, Mean, Phi, SBP, DBP
0.010, 4.2510, 72.2892, 4.7197, 1.9155, 116.31, 77.81
0.275, 4.2510, 72.2892, 4.7197, 1.9155, 116.31, 77.81
1.084, 4.3151, 72.3764, 5.0855, 1.7839, 115.35, 76.02
1.889, 4.0813, 70.8383, 5.1136, 1.8205, 113.49, 75.05
2.620, 4.2556, 74.8130, 4.5919, 2.0787, 118.04, 80.45
3.386, 4.1424, 75.0000, 5.3246, 1.9362, 114.45, 77.18
4.155, 2.9612, 81.8554, 6.6036, 1.7383, 101.16, 65.82
4.958, 3.7726, 77.6197, 5.8599, 1.9276, 110.86, 74.41
5.789, 3.6673, 78.3290, 5.7301, 1.7183, 107.81, 70.48
6.568, 4.1734, 74.8130, 4.2545, 2.1894, 118.58, 81.78
7.328, 4.3626, 71.9424, 3.9557, 2.2014, 120.18, 83.33
8.070, 4.2065, 78.1250, 5.6841, 1.8769, 114.41, 76.53
8.804, 3.5521, 78.0234, 6.2235, 1.8121, 107.25, 71.00
9.540, 3.8226, 81.9672, 5.4617, 1.9400, 111.01, 75.09
10.275, 3.6817, 81.1908, 5.2773, 1.8606, 108.68, 72.99
13.546, 2.8285, 89.5522, 6.2574, 2.2364, 105.16, 72.90
14.254, 3.2767, 95.3895, 5.9292, 1.9793, 105.77, 71.94
15.020, 4.0989, 84.5070, 4.5320, 2.3011, 117.06, 82.94
15.791, 4.2084, 85.4701, 4.5840, 2.1300, 116.70, 80.95
17.425, 4.3515, 78.4314, 4.9466, 1.9149, 115.77, 78.37
20.739, 4.3565, 71.0900, 5.3525, 1.9558, 116.77, 78.89
21.534, 4.3616, 72.2022, 5.0295, 1.9312, 116.89, 78.66
24.039, 4.3766, 71.8563, 4.5722, 2.0104, 118.01, 80.18
24.871, 4.5556, 68.6499, 5.0795, 1.8889, 118.26, 79.25
25.711, 3.8845, 74.9064, 5.7795, 1.7395, 110.64, 72.22
27.382, 4.5214, 71.7703, 5.2336, 1.9709, 119.45, 80.25
28.215, 4.5815, 71.5990, 5.0493, 1.7728, 117.72, 77.61
29.058, 3.9680, 72.1154, 5.8070, 1.7620, 111.96, 73.11
29.916, 4.5291, 71.5990, 5.0459, 2.1068, 121.31, 82.51
30.718, 4.4723, 72.3764, 4.9913, 1.9512, 119.17, 79.72
31.553, 4.4809, 68.4151, 4.5562, 1.8906, 118.15, 78.99
32.427, 4.1651, 75.2823, 4.8057, 1.8478, 114.84, 76.15
33.261, 4.4906, 71.8563, 4.4314, 2.1462, 121.76, 83.12
34.101, 4.4916, 68.8863, 4.6943, 1.9721, 119.54, 80.29
34.935, 4.5196, 72.1154, 5.0624, 2.0302, 120.41, 81.24
35.810, 4.4766, 71.8563, 5.3803, 1.9753, 119.28, 79.97
36.608, 4.3825, 71.3436, 5.5542, 1.7902, 116.54, 76.38
37.469, 4.4810, 69.6056, 5.5014, 1.8685, 117.84, 78.27
38.310, 4.4433, 74.8130, 5.3458, 1.9092, 118.31, 78.73
39.146, 4.4052, 69.2042, 5.3865, 1.8575, 117.33, 77.65
39.976, 4.4436, 71.2589, 4.6621, 1.9594, 118.87, 79.79
40.814, 4.4478, 71.8563, 5.2745, 1.8624, 117.63, 78.05
41.712, 4.5467, 71.9424, 5.1691, 1.9994, 120.19, 80.89
42.514, 4.6226, 71.9424, 5.4472, 1.8416, 119.55, 78.80
43.356, 4.7267, 66.3717, 5.3086, 1.8583, 120.13, 79.81
44.243, 4.3363, 75.1880, 5.8715, 1.8551, 116.53, 76.97
45.092, 4.5286, 71.9424, 5.0096, 1.9791, 120.28, 80.52
46.718, 4.3158, 71.8563, 5.7386, 1.7994, 116.03, 76.01
47.592, 4.3493, 78.1250, 5.2192, 1.8252, 116.79, 76.84
48.398, 4.5391, 68.7285, 4.9251, 2.1124, 122.04, 82.71
49.232, 4.6779, 69.3642, 5.2778, 1.9266, 120.52, 80.57
50.070, 4.3487, 74.5342, 5.8396, 1.8202, 116.19, 76.51
50.839, 4.4100, 71.8563, 5.1774, 1.8436, 117.11, 77.54
52.433, 3.9203, 77.1208, 5.8589, 1.8931, 112.52, 74.84
53.241, 4.2718, 79.5756, 5.2103, 2.0017, 117.28, 79.11
54.047, 4.3582, 71.0900, 5.1947, 1.8890, 116.68, 77.91
54.845, 4.2779, 75.5668, 5.7973, 1.9342, 116.38, 77.86
55.646, 4.3890, 74.4417, 5.2187, 1.8669, 116.55, 77.76
56.518, 4.2444, 74.7198, 5.3352, 1.9686, 116.40, 78.36
57.321, 4.1904, 74.8130, 5.4622, 1.8557, 115.22, 76.18
59.784, 4.3913, 71.4286, 3.7515, 2.4044, 123.38, 86.79
