経過時間_秒, A, HR, V2P_relTTP, P2V_relTTP, SBP, DBP
0.001, 9.5322, 84.7563, -0.7061, -0.4708, 128.05, 98.57
0.402, 9.3233, 84.7563, -0.7061, -0.4708, 127.63, 98.50
1.238, 9.2486, 77.9772, -0.5957, -0.3574, 128.33, 97.04
2.071, 9.3506, 74.7451, -0.5526, -0.3947, 130.20, 95.92
2.940, 9.3506, 73.3618, -0.5546, -0.4358, 131.30, 94.95
4.550, 9.4079, 71.1379, -0.5685, -0.3797, 131.53, 93.55
5.348, 9.3110, 69.8311, -0.5280, -0.4149, 132.24, 93.46
6.186, 9.3951, 72.4106, -0.6203, -0.4135, 131.57, 93.16
6.989, 9.4185, 72.0025, -0.5907, -0.3938, 131.45, 93.58
7.786, 9.4982, 73.3360, -0.6164, -0.3699, 130.82, 93.95
8.604, 9.4426, 74.2504, -0.6190, -0.3722, 130.40, 94.41
9.455, 9.3684, 73.8427, -0.6463, -0.3635, 130.34, 93.62
10.223, 9.4156, 72.1354, -0.5429, -0.3878, 131.22, 94.63
11.067, 9.3204, 75.0108, -0.6445, -0.3854, 130.09, 94.26
11.868, 9.3716, 72.9978, -0.5865, -0.3910, 130.93, 94.24
12.700, 9.3958, 73.9398, -0.6592, -0.3708, 130.48, 93.41
13.534, 9.4195, 73.0162, -0.5950, -0.3570, 130.57, 94.20
14.303, 9.4023, 72.4753, -0.5540, -0.3957, 131.19, 94.58
15.169, 9.3819, 75.1001, -0.6429, -0.4286, 130.76, 94.24
15.975, 9.5120, 72.1182, -0.5341, -0.4197, 131.84, 94.73
16.772, 9.3630, 73.2616, -0.5732, -0.4094, 131.04, 94.60
17.609, 9.3860, 74.2582, -0.6211, -0.4141, 130.85, 94.22
18.378, 9.4786, 72.9044, -0.5513, -0.3938, 131.15, 94.91
19.178, 9.4829, 75.4245, -0.6432, -0.3867, 130.27, 94.58
19.977, 9.4953, 75.2116, -0.6188, -0.3713, 130.12, 95.00
20.786, 9.4320, 75.1527, -0.5782, -0.3717, 129.94, 95.75
21.588, 9.3734, 74.6559, -0.5711, -0.4079, 130.50, 95.47
22.326, 9.2539, 74.7344, -0.5349, -0.4115, 130.21, 96.19
23.130, 9.4275, 77.8289, -0.6698, -0.4465, 130.10, 95.26
23.920, 9.3504, 76.2427, -0.6164, -0.3699, 129.41, 95.60
24.660, 9.4236, 76.0475, -0.5841, -0.3755, 129.65, 96.14
25.493, 9.2533, 78.4837, -0.7135, -0.3568, 128.37, 94.99
26.328, 9.4401, 75.1649, -0.6346, -0.3570, 129.86, 94.68
27.131, 9.3298, 73.4734, -0.5928, -0.3557, 130.20, 94.49
27.962, 9.3813, 74.0456, -0.6567, -0.3694, 130.39, 93.52
28.775, 9.5222, 73.1568, -0.5964, -0.3578, 130.74, 94.28
29.610, 9.4426, 73.4324, -0.6486, -0.3649, 130.67, 93.36
30.442, 9.4426, 72.6798, -0.6486, -0.3649, 130.96, 92.91
31.237, 9.3182, 72.3965, -0.5950, -0.3570, 130.61, 93.80
32.081, 9.2898, 73.8566, -0.6633, -0.3731, 130.34, 93.24
32.910, 9.3753, 72.4469, -0.6647, -0.3519, 130.77, 92.47
33.711, 9.2300, 72.4554, -0.6377, -0.3188, 129.97, 93.07
34.551, 9.3140, 73.6605, -0.6592, -0.3296, 129.87, 93.34
35.346, 9.3140, 72.5274, -0.6286, -0.3536, 130.57, 93.22
36.181, 9.4728, 73.9702, -0.6642, -0.3321, 130.11, 93.47
37.052, 9.5114, 72.8537, -0.6316, -0.3553, 130.87, 93.41
37.819, 9.2826, 70.8563, -0.4931, -0.3793, 131.24, 94.85
38.622, 9.2826, 74.3133, -0.5586, -0.4284, 130.70, 95.43
39.460, 9.4657, 74.5623, -0.6584, -0.3703, 130.37, 93.82
40.255, 9.3728, 73.0062, -0.5900, -0.3540, 130.43, 94.29
41.096, 9.3312, 74.2644, -0.6650, -0.3741, 130.28, 93.45
41.865, 9.5099, 72.7306, -0.5879, -0.3527, 130.79, 94.22
42.702, 9.3259, 75.2841, -0.6866, -0.3433, 129.51, 93.71
43.534, 9.4552, 73.4852, -0.6316, -0.3553, 130.51, 93.76
44.314, 9.5175, 72.7939, -0.5950, -0.3570, 130.85, 94.10
45.171, 9.3455, 74.8015, -0.7192, -0.3385, 129.73, 92.80
45.973, 9.4448, 72.3274, -0.6161, -0.3466, 130.79, 93.41
46.814, 9.4448, 73.5492, -0.6584, -0.3292, 130.16, 93.34
47.648, 9.4938, 72.3859, -0.6271, -0.3527, 130.97, 93.23
48.444, 9.5173, 72.2069, -0.5942, -0.3565, 131.07, 93.77
49.283, 9.4259, 73.7126, -0.6625, -0.3726, 130.66, 93.22
50.115, 9.4481, 72.5965, -0.6293, -0.3540, 130.82, 93.29
50.920, 9.3525, 72.3551, -0.5553, -0.3570, 130.62, 94.58
51.736, 9.3525, 73.4734, -0.5746, -0.4104, 130.95, 94.69
52.553, 9.2837, 73.5014, -0.5257, -0.4044, 130.63, 95.68
54.064, 9.3781, 73.4254, -0.5648, -0.4034, 130.91, 94.89
55.610, 9.4769, 74.2044, -0.6188, -0.3713, 130.47, 94.40
56.435, 9.4408, 74.0477, -0.6096, -0.3658, 130.37, 94.49
57.205, 9.3892, 73.3367, -0.5593, -0.3995, 130.90, 94.96
58.038, 9.4529, 75.5599, -0.6857, -0.3857, 130.23, 93.81
59.638, 9.3688, 73.7975, -0.5950, -0.3570, 130.17, 94.64
