経過時間_秒, A, HR, V2P_relTTP, P2V_relTTP, SBP, DBP
0.033, 9.1153, 280.3738, -1.3107, -0.6939, 60.00, 150.00
3.705, 8.7538, 280.3738, -1.2336, -0.6168, 60.00, 150.00
34.011, 9.2794, 104.7120, -0.6727, -0.3187, 117.75, 111.32
35.911, 9.0752, 79.5229, -0.5994, -0.8462, 134.04, 96.35
37.825, 8.9380, 71.3224, -0.6756, -0.2845, 129.43, 91.65
38.786, 9.2029, 67.3306, -0.6663, -0.3156, 131.90, 89.49
39.726, 9.3529, 64.7904, -0.6524, -0.3434, 133.52, 88.24
41.631, 9.3687, 64.3065, -0.4915, -0.8426, 140.22, 89.67
42.567, 9.2025, 65.2517, -0.6556, -0.3278, 132.84, 88.45
43.468, 9.4700, 64.6721, -0.6699, -0.8462, 140.67, 86.35
44.429, 0.8101, 65.5824, -0.1829, -0.2927, 114.54, 95.42
45.370, 9.1563, 64.0041, -0.6875, -0.8594, 140.51, 85.46
46.332, 9.1971, 63.8828, -0.7014, -0.8417, 140.43, 85.18
47.310, 9.2615, 63.1174, -0.6861, -0.8576, 141.04, 85.01
48.280, 9.2764, 62.1887, -0.7079, -0.8427, 141.26, 84.08
49.246, 9.1998, 62.0218, -0.6804, -0.2722, 133.37, 86.22
50.251, 9.1268, 62.0989, -0.7181, -0.3078, 133.75, 85.38
51.248, 9.2541, 60.8766, -0.7224, -0.8537, 141.90, 82.98
52.215, 0.4400, 60.5266, -0.1655, -0.2648, 115.33, 92.77
53.150, 9.1607, 61.2776, -0.6825, -0.2730, 133.59, 85.73
54.114, 9.2186, 62.6910, -0.7412, -0.2824, 133.40, 85.38
55.129, 9.2152, 62.4325, -0.7523, -0.8549, 141.30, 83.28
56.063, 9.0519, 60.7583, -0.6509, -0.8462, 141.30, 84.30
56.994, 9.0958, 62.4181, -0.7059, -0.2824, 133.19, 85.88
58.001, 9.0892, 63.4498, -0.7452, -0.2839, 132.88, 85.70
59.936, 8.8049, 61.4556, -0.4260, -0.7537, 138.85, 89.39
