経過時間_秒, A, HR, V2P_relTTP, P2V_relTTP, SBP, DBP
0.003, 9.2978, 76.7586, -0.7193, -0.4046, 129.78, 93.73
0.499, 7.4588, 72.7418, -0.6071, -0.6843, 131.23, 92.17
2.271, 2.1247, 75.4795, -0.3451, -0.4745, 116.15, 97.88
2.915, 8.0119, 80.2720, -0.5186, -0.6129, 128.30, 98.75
4.643, 9.2586, 86.2404, -0.6661, -0.6149, 128.82, 99.71
5.381, 8.6782, 84.3449, -0.6355, -0.6355, 128.60, 98.96
10.222, 9.2644, 82.7378, -0.5359, -0.4452, 127.61, 100.77
17.671, 9.0411, 86.4440, -0.5973, -0.6471, 128.61, 101.04
18.508, 9.5633, 84.1461, -0.6311, -0.4495, 127.91, 99.78
19.278, 8.7854, 77.4171, -0.5125, -0.4337, 128.50, 97.99
20.117, 9.1450, 77.6688, -0.6000, -0.4286, 129.22, 96.52
20.856, 9.4097, 74.4643, -0.5113, -0.5900, 133.00, 96.01
21.714, 9.3318, 77.7325, -0.5366, -0.5813, 131.52, 97.43
24.158, 9.5772, 73.6251, -0.5000, -0.3846, 130.85, 96.42
24.961, 9.5958, 74.2602, -0.5768, -0.5356, 132.84, 94.81
25.824, 9.0794, 74.4893, -0.6164, -0.4110, 130.10, 94.36
26.601, 9.1262, 71.9215, -0.4971, -0.4206, 131.08, 95.22
27.428, 9.2375, 74.4305, -0.5938, -0.4242, 130.58, 94.79
28.236, 9.1937, 73.5240, -0.5194, -0.4395, 130.90, 95.68
32.409, 9.4436, 73.8889, -0.4901, -0.4493, 131.34, 96.54
34.080, 9.2676, 79.3110, -0.5649, -0.5178, 129.98, 97.96
35.545, 9.4916, 78.8169, -0.6031, -0.3446, 128.34, 97.50
37.121, 8.6372, 77.0585, -0.4560, -0.4560, 128.53, 98.79
37.922, 8.7916, 81.2112, -0.6137, -0.4721, 127.77, 98.08
39.522, 9.1446, 77.9821, -0.4538, -0.4950, 129.72, 99.43
40.294, 9.1978, 81.8327, -0.6141, -0.4735, 128.36, 98.57
41.093, 9.6037, 79.7234, -0.6412, -0.4275, 129.41, 97.06
41.828, 9.0964, 77.3394, -0.5369, -0.3717, 128.35, 97.75
43.463, 9.4277, 79.4281, -0.5837, -0.5388, 130.58, 97.64
44.167, 9.3027, 77.2499, -0.4549, -0.4549, 129.77, 99.15
45.640, 9.1176, 81.0427, -0.6094, -0.4688, 128.43, 98.19
46.377, 9.1176, 77.5019, -0.5309, -0.4493, 129.38, 97.73
47.174, 9.3201, 79.4084, -0.5373, -0.4478, 129.04, 98.80
47.908, 9.3794, 77.2903, -0.4969, -0.4969, 130.56, 98.23
48.682, 9.0533, 79.4547, -0.6294, -0.4496, 128.69, 96.89
49.416, 8.9814, 78.4751, -0.4690, -0.3837, 127.72, 99.69
50.149, 9.0314, 80.0228, -0.4939, -0.4939, 128.77, 99.79
50.957, 8.6921, 80.9833, -0.6311, -0.4959, 128.02, 97.50
52.323, 9.2476, 77.4747, -0.4084, -0.4084, 128.86, 100.33
53.128, 9.2182, 77.4970, -0.6395, -0.3837, 128.90, 95.79
53.926, 9.1721, 75.9867, -0.5739, -0.8609, 135.75, 94.77
54.625, 9.2621, 75.6329, -0.4969, -0.8695, 136.03, 96.10
55.433, 9.4931, 80.4125, -0.6137, -0.4249, 128.84, 97.99
56.166, 9.4051, 77.2125, -0.5309, -0.4493, 130.06, 97.66
56.900, 9.1511, 79.4662, -0.5402, -0.4052, 128.11, 98.84
58.430, 9.0247, 80.5889, -0.5845, -0.4496, 128.11, 98.45
59.802, 9.1731, 77.8958, -0.4146, -0.4146, 128.64, 100.41
