経過時間_秒, A, HR, Mean, Phi, SBP, DBP
0.003, 4.3541, 81.0811, 5.9201, 2.0159, 105.99, 79.92
0.499, 4.3541, 81.0811, 5.9201, 2.0159, 105.99, 79.92
2.271, 1.7482, 78.6370, 2.0159, 1.3167, 116.38, 83.20
2.915, 1.0890, 81.3008, 1.2082, 5.9869, 163.96, 110.45
4.643, 3.3011, 74.9064, 7.0496, 2.7212, 117.93, 88.90
5.381, 3.8740, 71.8563, 6.8113, 2.1397, 110.38, 83.96
10.222, 4.6286, 75.4717, 5.6294, 2.2787, 110.31, 82.32
17.671, 4.1402, 71.2589, 3.7866, 2.5079, 118.13, 85.31
18.508, 4.4756, 69.5249, 5.6894, 2.6679, 114.69, 85.04
19.278, 3.8008, 81.7439, 6.5630, 2.2314, 110.16, 83.39
20.117, 4.7883, 71.6846, 5.4693, 2.4912, 110.64, 82.12
20.856, 4.2255, 78.4314, 6.3598, 2.3018, 108.80, 82.11
21.714, 4.7199, 72.0288, 5.7089, 2.2707, 108.52, 81.17
24.158, 4.7710, 71.9424, 5.8578, 2.4121, 108.35, 81.07
24.961, 5.0327, 74.4417, 5.6016, 2.3424, 107.30, 80.10
25.824, 4.2411, 74.9064, 6.7053, 2.0943, 106.30, 81.01
26.601, 4.8813, 75.0939, 5.3113, 2.0969, 105.52, 78.76
27.428, 4.4289, 68.9655, 5.7809, 2.1733, 107.79, 80.84
28.236, 4.1228, 78.9474, 6.2499, 2.2876, 109.00, 82.13
32.409, 4.4255, 78.2269, 6.0647, 2.6990, 112.00, 83.56
34.080, 4.6114, 83.9161, 5.6198, 2.3495, 110.18, 82.14
35.545, 4.2121, 77.7202, 5.6275, 2.2070, 110.25, 82.35
37.121, 4.7600, 74.8130, 5.0583, 2.2352, 108.92, 80.70
37.922, 4.5128, 69.2042, 5.7087, 2.1210, 108.80, 81.53
39.522, 4.4422, 74.8130, 4.6914, 2.4921, 113.28, 83.02
40.294, 4.7274, 66.8151, 4.5009, 2.4308, 112.92, 82.61
41.093, 4.6091, 85.3485, 5.2957, 2.5349, 112.51, 83.17
41.828, 4.7009, 78.2269, 4.5522, 2.1481, 109.24, 80.39
43.463, 4.5022, 81.6327, 5.1462, 2.2109, 110.12, 81.67
44.167, 4.1066, 71.5137, 6.3125, 2.3129, 110.12, 82.97
45.640, 3.1765, 85.4701, 5.8153, 2.1599, 113.97, 85.23
46.377, 4.8471, 89.0208, 5.1033, 2.9123, 114.81, 84.14
47.174, 4.5451, 75.0000, 5.6971, 2.3795, 110.61, 82.50
47.908, 4.5895, 81.5217, 5.2510, 2.4038, 110.85, 82.10
48.682, 4.6880, 75.0000, 5.3608, 2.5989, 112.62, 83.26
49.416, 4.6228, 81.8554, 4.9748, 2.2753, 110.29, 81.51
50.149, 4.4808, 78.1250, 4.8793, 2.1624, 110.34, 81.55
50.957, 4.5406, 81.8554, 5.8224, 2.5002, 111.91, 83.44
52.323, 4.2257, 75.6620, 6.0458, 2.2632, 109.70, 82.41
53.128, 3.4827, 82.0793, 6.4905, 2.4852, 113.81, 85.58
53.926, 4.6498, 94.6372, 5.1593, 2.6347, 112.55, 82.92
54.625, 4.4427, 74.2574, 5.5660, 2.0076, 106.87, 80.12
55.433, 4.4849, 74.6269, 5.4400, 2.1665, 109.55, 81.68
56.166, 4.6234, 85.8369, 5.6362, 2.3564, 109.65, 81.78
56.900, 4.7379, 74.8130, 5.4573, 2.2865, 109.43, 81.48
58.430, 3.9213, 81.5217, 6.5221, 2.2579, 110.81, 83.77
59.802, 3.7084, 75.6620, 7.0695, 2.0379, 108.05, 82.74
