経過時間_秒, A, HR, V2P_relTTP, P2V_relTTP, SBP, DBP
0.061, 6.8908, 91.0887, -0.5483, -0.4486, 118.30, 88.89
3.750, 9.3026, 89.5056, -0.6290, -0.5323, 116.22, 85.40
4.534, 9.2850, 84.5458, -0.6168, -0.3952, 113.11, 83.32
6.078, 9.4372, 80.2850, -0.5045, -0.4204, 113.81, 85.20
6.838, 9.2068, 81.0626, -0.4952, -0.4488, 114.66, 85.97
7.581, 9.3893, 79.9910, -0.5211, -0.5211, 114.44, 85.04
8.339, 9.2947, 80.3705, -0.5330, -0.4441, 113.59, 84.52
9.047, 8.4418, 79.7055, -0.4783, -0.4783, 115.01, 86.36
9.778, 9.3044, 82.1484, -0.5593, -0.4661, 114.00, 84.47
11.327, 9.0468, 82.1701, -0.4973, -0.4973, 115.60, 86.59
12.054, 8.9016, 83.2644, -0.5570, -0.4641, 114.60, 85.09
12.783, 9.1697, 82.8960, -0.5447, -0.4539, 114.49, 85.19
13.563, 9.1697, 82.5424, -0.5425, -0.4521, 114.38, 85.12
14.356, 9.3392, 79.6337, -0.5500, -0.4231, 112.75, 83.62
15.199, 9.3660, 77.5971, -0.5410, -0.4578, 112.48, 83.27
16.432, 9.1654, 74.2931, -0.4703, -0.2743, 110.71, 83.45
19.100, 9.0741, 79.3854, -0.5625, -0.3750, 112.00, 83.03
19.774, 8.3631, 80.7099, -0.4514, -0.4514, 115.66, 87.46
20.441, 7.8093, 84.6619, -0.4407, -0.4896, 117.98, 89.62
21.751, 6.7337, 87.2917, -0.3964, -0.5450, 120.77, 92.55
23.082, 9.4059, 87.9539, -0.5849, -0.3900, 114.95, 85.50
24.653, 9.3547, 86.7569, -0.6120, -0.4708, 114.82, 84.60
25.352, 9.3789, 82.1587, -0.5150, -0.4291, 114.44, 85.64
28.360, 9.4336, 83.9575, -0.5665, -0.4721, 114.59, 84.91
28.997, 9.2607, 84.7669, -0.5178, -0.4237, 115.38, 86.54
29.726, 9.2607, 89.1647, -0.5690, -0.4138, 116.02, 86.59
31.166, 8.9534, 85.6585, -0.4533, -0.4533, 117.37, 89.06
31.937, 9.1389, 89.9917, -0.6256, -0.4692, 115.88, 85.47
34.037, 9.2313, 83.4650, -0.4708, -0.4708, 116.27, 87.69
34.743, 8.9649, 86.9021, -0.5483, -0.4486, 115.99, 86.62
35.475, 9.3629, 85.9333, -0.5609, -0.4674, 115.44, 85.83
36.244, 9.4184, 83.9621, -0.6320, -0.4514, 113.14, 82.85
37.011, 9.3435, 80.8294, -0.5571, -0.3857, 112.69, 83.68
37.746, 9.3435, 79.5596, -0.5601, -0.4308, 112.61, 83.32
38.484, 8.5383, 80.5287, -0.5380, -0.4484, 113.85, 84.70
39.219, 9.2469, 80.9675, -0.4925, -0.4478, 114.65, 86.00
41.224, 8.8175, 81.2987, -0.4939, -0.3592, 113.97, 85.84
42.287, 6.1344, 79.5219, -0.4280, -0.2568, 114.36, 87.63
44.037, 4.9736, 84.8351, -0.5000, -0.5000, 117.96, 88.89
44.739, 9.3389, 90.8915, -0.6460, -0.4307, 115.37, 84.95
46.228, 8.3784, 88.0975, -0.5171, -0.4231, 116.98, 88.10
46.835, 7.7681, 85.3446, -0.4097, -0.5007, 118.96, 90.88
47.467, 9.1236, 91.6708, -0.6535, -0.4901, 116.22, 85.34
48.106, 6.5707, 93.2027, -0.5213, -0.4692, 119.96, 90.70
49.508, 1.8710, 93.5484, -0.1549, -0.7230, 131.25, 104.63
51.909, 8.7039, 91.4370, -0.5410, -0.4426, 117.92, 88.60
55.420, 8.8012, 90.8960, -0.5467, -0.4970, 118.13, 88.43
56.060, 7.1845, 88.4242, -0.5208, -0.4735, 117.95, 88.74
58.964, 7.0315, 91.0092, -0.5672, -0.5156, 118.56, 88.53
